staff_id,height,weight,qualification,salary
30226,198.7,81.06,硕士,8658
30227,188.2,62.37,本科,7669
30228,185.4,48.35,本科,9962
30229,177.9,62.53,本科,17577
30230,158.9,42.01,博士,9247
30231,151.8,50.89,本科,16740
30232,199.1,69.66,本科,12509
30233,158.8,37.94,博士,9965
30234,171.1,60.85,硕士,6541
30235,154.6,43.06,博士,8781
30236,180.8,74.46,博士,10439
30237,185.3,53.77,博士,11543
30238,169.3,75.86,本科,4564
30239,174.1,73.61,博士,19006
30240,159,55.24,本科,11124
30241,153.5,71.28,本科,10447
30242,160.5,53.17,硕士,18456
30243,187.4,40.69,博士,5443
30244,192.1,79.55,本科,14502
30245,164.8,52.15,硕士,8642
30246,182,77.82,博士,4365
30247,197.7,66.47,博士,13879
30248,178.3,87.92,博士,23175
30249,160.9,58.19,本科,3549
30250,168,43.32,硕士,8429
30251,155.5,51.16,硕士,17901
30252,169.5,88.1,本科,14456
30253,181.2,88.77,硕士,8188
30254,191.9,54.11,硕士,5613
30255,161.1,56.25,本科,9441
30256,167,62.26,本科,14861
30257,168.8,81.51,本科,13253
30258,199.8,35.69,硕士,5715
30259,169.7,82.21,本科,14236
30260,194.4,61.82,硕士,13949
30261,196.4,78.08,硕士,13771
30262,168.4,36.26,本科,12311
30263,157.4,82.99,本科,6597
30264,167.1,39.34,硕士,12647
30265,178.1,48.46,博士,12984
30266,174.5,80.5,本科,15095
30267,190.7,73.81,硕士,14797
30268,166.8,83.92,博士,10644
30269,163,42.15,本科,13607
30270,176,39.07,博士,14501
30271,180.7,47.14,博士,15603
30272,155,51.17,本科,12017
30273,170.7,70.78,博士,152
30274,171.1,38.92,博士,18107
30275,193.2,77.11,本科,4619
30276,162,77.25,硕士,18919
30277,197.2,37.83,本科,9101
30278,164.3,52.46,硕士,4797
30279,186.4,86.93,博士,16097
30280,199.3,80.58,博士,7905
30281,197.7,68.21,硕士,7291
30282,186.8,38.65,博士,11087
30283,158.1,58.82,博士,9885
30284,157.9,69.77,硕士,16884
30285,186.3,89.36,硕士,7920
30286,178.5,50.9,硕士,12478
30287,157.4,49.78,硕士,7905
30288,157.3,52.73,本科,6469
30289,167,48.12,本科,17309
30290,199.8,80.22,博士,4487
30291,187.3,79.9,博士,15407
30292,181.9,61.46,本科,18307
30293,193.8,68.7,硕士,9269
30294,186,58.46,硕士,16833
30295,155.6,37.1,硕士,12744
30296,150.1,40,博士,11615
30297,153.9,41.15,硕士,16784
30298,187.1,79.92,本科,8115
30299,154.2,58.56,本科,24200
30300,158.8,88.91,硕士,3769
30301,190.4,37.85,硕士,16022
30302,171.4,89.61,硕士,13091
30303,183.9,86.26,硕士,12197
30304,152.2,38.09,本科,19745
30305,157,55.75,硕士,16435
30306,159.3,40.85,硕士,5280
30307,187.2,54.83,博士,15384
30308,166.9,75.14,硕士,14057
30309,179.6,79.57,本科,9297
30310,190.2,64.03,硕士,12128
30311,174,75.65,博士,4948
30312,189.7,51.14,硕士,15627
30313,172.2,48.22,硕士,-390
30314,168.6,62.65,博士,11849
30315,198.3,63.13,本科,17733
30316,194.2,73.66,本科,6791
30317,198.9,78.94,硕士,14441
30318,179.1,73.72,硕士,10138
30319,176.8,60.51,博士,12757
30320,178.5,86.32,博士,10717
30321,162,41.85,硕士,13489
30322,153.9,75.76,硕士,16857
30323,187.5,44.15,硕士,17150
30324,156,70.51,硕士,12162
30325,192.7,76.78,本科,19310
30326,151.9,42.63,硕士,12920
30327,152.6,61.69,博士,17884
30328,171.9,40.98,本科,13909
30329,169.5,52.94,硕士,17928
30330,156.2,59.33,博士,9052
30331,157.5,51.29,本科,7822
30332,188.9,72.47,本科,8584
30333,187.1,56.43,博士,4143
30334,166.6,60.31,博士,18437
30335,172.4,61.05,本科,11573
30336,157.1,41.69,博士,20188
30337,159,57.48,本科,2491
30338,196.6,54.16,硕士,11263
30339,171.4,82.86,本科,20072
30340,167.9,46,本科,6527
30341,189.8,45.66,硕士,14688
30342,177.8,50.06,博士,10227
30343,157.3,36.62,本科,5669
30344,152.6,60.04,硕士,22443
30345,192.9,88.58,本科,12335
30346,184.4,69.41,博士,3253
30347,162.2,45.92,本科,12529
30348,169,39.52,硕士,19547
30349,171.6,80.25,博士,17501
30350,163.4,77.4,博士,19257
30351,179.8,57.17,本科,15473
30352,184.8,82.89,硕士,13235
30353,165.2,57.02,硕士,13339
30354,154.7,41.22,硕士,19375
30355,169.4,75.06,硕士,12577
30356,191.4,57.38,硕士,12344
30357,191.6,62.92,本科,7788
30358,159.9,65.84,本科,7751
30359,158.2,48.21,硕士,12491
30360,174.4,88.18,博士,9513
30361,181,46.4,硕士,11943
30362,152.5,48.46,本科,15500
30363,155.5,68.64,博士,16809
30364,194.2,45.41,本科,24012
30365,188.2,37.52,硕士,15200
30366,199.1,76.65,本科,18279
30367,195.2,70.21,博士,5497
30368,172.2,87.82,本科,19250
30369,163.2,66.13,博士,8847
30370,167.2,69.62,本科,17428
30371,162.1,70.88,博士,15687
30372,183.5,65.66,博士,19808
30373,193.1,41.39,本科,14112
30374,192.5,67.07,本科,5646
30375,167.6,41.13,博士,-593
30376,192.6,72.32,本科,12645
30377,168.6,38.94,本科,6026
30378,184,62.28,本科,13320
30379,163.8,51.8,博士,13189
30380,189.5,81.9,硕士,3567
30381,178.2,88.56,硕士,8476
30382,181.9,51.81,博士,20099
30383,190.5,58.48,硕士,17305
30384,185.3,88.34,博士,19281
30385,183,80.48,硕士,16569
30386,153.2,83.63,本科,8634
30387,152.1,52.09,博士,17603
30388,150.2,79.28,博士,22253
30389,187.3,50.36,博士,7785
30390,180.2,56.7,本科,5150
30391,187.7,84.83,硕士,14381
30392,186,42.26,硕士,18370
30393,174.7,41.72,博士,11915
30394,162.4,61.2,硕士,8125
30395,199.3,53.67,硕士,9747
30396,160.9,41.46,硕士,3935
30397,187,63.98,博士,13856
30398,157.2,42.24,硕士,19483
30399,180.9,41.53,硕士,13837
30400,172.1,78.08,博士,10041
30401,188.7,46.58,本科,7649
30402,191.7,53.28,本科,17730
30403,186.6,35.58,硕士,7992
30404,157.5,59.93,博士,18910
30405,194,81.03,博士,6341
30406,155.5,58.55,博士,14343
30407,158.5,45.66,硕士,13396
30408,195.8,83.03,硕士,12561
30409,196.4,66.65,博士,19534
30410,196.5,74.52,硕士,8182
30411,154.7,50.21,硕士,11638
30412,183.2,42.85,硕士,15963
30413,151.6,83.93,硕士,9343
30414,188.1,71.19,本科,13586
30415,194.6,80.29,本科,9489
30416,180.6,48.1,本科,10349
30417,177.5,54.37,博士,9379
30418,161.5,85.45,本科,21988
30419,158.9,88.1,硕士,12392
30420,177.3,50.7,博士,18500
30421,189.4,41.07,硕士,13840
30422,170.1,46.67,硕士,20782
30423,153.4,77.01,博士,9537
30424,167.1,71.63,硕士,19082
30425,191.1,87.13,博士,4041
30426,151.4,72.21,博士,18870
30427,183.7,73.04,硕士,13230
30428,171.7,85.56,本科,7435
30429,166.8,77.92,硕士,21048
30430,188.9,72.38,硕士,17577
30431,193.2,35.59,硕士,10203
30432,189.4,64.62,博士,6767
30433,162.7,35.83,博士,5010
30434,154.7,56.61,博士,-8293
30435,195.4,82.19,本科,14011
30436,160.5,55.23,博士,16605
30437,164.5,35.65,博士,11575
30438,177,71.19,本科,6005
30439,155.3,43.13,硕士,20012
30440,164.1,83.55,硕士,1941
30441,152,82.11,本科,13172
30442,152.3,49.76,本科,16095
30443,193.2,37.42,本科,9140
30444,173.1,39.71,硕士,5989
30445,174.9,82.72,本科,5000
30446,167.8,54.6,本科,2799
30447,181.3,36.6,硕士,16842
30448,169.3,68.38,本科,6864
30449,154,65.3,硕士,5505
30450,176.2,76.25,本科,21099
30451,187.2,42,博士,13856
30452,197.1,83.91,硕士,6300
30453,165.3,85.5,博士,18948
30454,185.2,37.9,博士,13190
30455,161.6,41.38,硕士,10662
30456,150.2,67.31,本科,20070
30457,181.8,61.23,博士,19394
30458,187.7,47.27,本科,1601
30459,153.7,77.95,本科,17077
30460,178.5,49.96,硕士,14360
30461,196.1,38.1,本科,15527
30462,167.7,50.78,博士,6452
30463,178.2,60.2,本科,7307
30464,168.8,49.54,本科,17947
30465,152.8,75.21,本科,6533
30466,175.8,52.42,硕士,23059
30467,157.1,59.97,硕士,13280
30468,194.3,45.1,硕士,4462
30469,177.3,42.02,本科,18556
30470,192.7,87.33,博士,10170
30471,195.4,78.76,博士,19569
30472,172.7,47.95,博士,8327
30473,167,58.89,博士,1283
30474,192.8,52.3,硕士,14157
30475,187.4,52.37,本科,13658
30476,198.4,48.78,博士,9964
30477,178.8,64.04,本科,13947
30478,168.1,62.47,博士,11339
30479,176.2,50.61,博士,5966
30480,189.6,80.93,硕士,2321
30481,174.1,82.59,本科,11624
30482,169.7,88.82,博士,11101
30483,198.1,72.29,博士,5073
30484,170.8,85.14,本科,5419
30485,166.3,87.51,本科,5647
30486,165.6,71.18,本科,10277
30487,182.1,73.68,硕士,16197
30488,187.1,49.5,本科,7220
30489,170.3,55.61,博士,17127
30490,173.4,77.07,硕士,9456
30491,187,54.27,博士,497
30492,168,89.53,博士,16265
30493,181.4,50.71,硕士,7481
30494,193.4,51.15,硕士,16892
30495,175.2,62.95,博士,8057
30496,188.7,41.17,博士,18113
30497,180.9,77.93,硕士,9374
30498,154.2,46.94,硕士,10675
30499,192.7,88.65,博士,7828
30500,182,72.08,硕士,26763
30501,183.7,53.92,硕士,20201
30502,179.1,75.96,博士,6182
30503,157.3,69.46,本科,5823
30504,165.2,71.14,博士,12477
30505,190.7,76.29,博士,14868
30506,166.8,83.49,博士,13950
30507,189.3,63.36,本科,18067
30508,196.2,60.81,硕士,10280
30509,180.7,74.04,硕士,18280
30510,174,69.74,博士,5267
30511,173.4,84.13,本科,9103
30512,195.8,68.52,博士,17584
30513,197,57.56,博士,17851
30514,178.5,78.89,硕士,21439
30515,173.4,79.67,本科,9386
30516,151.1,67.11,本科,19829
30517,168.8,88.79,博士,16910
30518,157.6,52.17,本科,11352
30519,177.7,73.01,博士,4572
30520,159,54.95,硕士,2683
30521,185.3,67.37,硕士,14457
30522,169.2,88.42,本科,14620
30523,158.1,57.79,硕士,8467
30524,195.4,80.23,本科,19461
30525,159.9,61.21,硕士,5059
30526,171.9,65.66,硕士,19265
30527,182.8,38,硕士,15799
30528,159.2,75.38,硕士,18381
30529,188.3,45.41,硕士,19888
30530,179.6,35.21,硕士,15821
30531,158.5,45.9,博士,7388
30532,197.9,58.38,博士,16163
30533,162.2,58.35,本科,18609
30534,193.7,77.28,本科,16115
30535,170.7,35.35,硕士,10809
30536,180.2,36.65,本科,6175
30537,166.9,56.96,硕士,12458
30538,194.2,49.64,本科,2859
30539,184.1,46.22,本科,5151
30540,180.6,61.05,硕士,7137
30541,186.8,87.17,博士,5349
30542,185,36.28,本科,14259
30543,169.8,55.56,博士,20228
30544,163.9,40.1,硕士,6887
30545,161.9,44.65,本科,17475
30546,158.1,47.74,本科,14220
30547,189.1,64.3,本科,15775
30548,170.9,45.44,本科,7060
30549,168.9,56.02,本科,21373
30550,180.9,39.05,博士,11381
30551,177.1,73.97,本科,11555
30552,189.9,76.77,本科,21291
30553,167.3,87.92,本科,23199
30554,150.2,37.59,博士,9459
30555,165.3,87.26,博士,10252
30556,169.8,71.61,硕士,13828
30557,172.8,80.24,本科,13687
30558,183,38.51,本科,6388
30559,180.9,40.31,硕士,16772
30560,188,87.96,本科,4447
30561,152.7,75.66,博士,15334
30562,152.7,40.55,本科,15599
30563,180.5,75.44,博士,12575
30564,170,89.55,硕士,19031
30565,174.5,60.91,本科,12401
30566,158.9,47.16,硕士,18651
30567,155,44.7,博士,5849
30568,190,81.96,博士,7693
30569,170.4,35.97,硕士,15273
30570,165.6,40.06,本科,6600
30571,186.9,48.79,硕士,14325
30572,177.7,53.04,本科,2596
30573,167.7,43.97,本科,21404
30574,198.7,56.84,本科,8759
30575,181.7,46.47,硕士,7211
30576,172.3,70.5,博士,15120
30577,170.8,58.47,博士,7929
30578,161.5,55.22,硕士,16692
30579,182.1,59.19,本科,7155
30580,177.1,38.66,硕士,10695
30581,181.4,40.24,硕士,25666
30582,185.4,65.32,博士,3616
30583,163.3,65.01,本科,3906
30584,155.1,51.33,硕士,8465
30585,172.9,62.99,硕士,19255
30586,168,77.93,本科,10160
30587,177,68.91,本科,5549
30588,168.2,55.39,本科,7600
30589,181.5,64.05,硕士,5879
30590,172.1,38.88,博士,15577
30591,156.3,68.89,本科,12116
30592,176.1,48.37,博士,14015
30593,190.9,66.2,本科,9983
30594,160.8,83.63,博士,16155
30595,162.7,45.07,硕士,15613
30596,187.1,70.52,硕士,7288
30597,199.6,54.53,博士,12707
30598,197.2,73.95,本科,10237
30599,158.6,75.59,博士,13135
30600,180.3,42.93,博士,12785
30601,159.9,52.7,本科,5067
30602,190.5,38.83,本科,18347
30603,168,48.41,本科,12187
30604,188.1,89.71,硕士,17151
30605,158.6,78.62,本科,14207
30606,163.3,84.85,本科,17923
30607,163,62.45,博士,7405
30608,196.3,81.16,硕士,17131
30609,195.3,56.51,博士,10188
30610,193.5,85.24,本科,5934
30611,177.6,35,博士,3620
30612,192.7,79.04,本科,5138
30613,153.5,78.1,硕士,8399
30614,156.5,46.41,硕士,8734
30615,182.3,38,博士,5428
30616,194.8,63,博士,20235
30617,198,41.77,本科,15216
30618,191.3,86.92,博士,3856
30619,153.2,56.04,博士,6097
30620,184.4,43.38,本科,12469
30621,165.7,57.56,硕士,6100
30622,194.4,41.97,本科,6883
30623,163.8,75.34,硕士,18795
30624,151.5,44.9,硕士,19233
30625,178.4,67.46,本科,7911
30626,164.5,76.46,硕士,13917
30627,193.4,84.36,硕士,14555
30628,172.7,59.31,本科,11085
30629,191.9,45.13,硕士,4364
30630,179.2,40.4,博士,13465
30631,150.5,42.04,博士,9599
30632,192.5,85.14,博士,11070
30633,174.4,74.57,硕士,6993
30634,189.3,82.42,博士,3624
30635,176.8,60.29,博士,12603
30636,159.6,80.53,博士,10306
30637,198.4,72,本科,14268
30638,158.6,76.47,本科,10109
30639,173.3,53.44,博士,11917
30640,154.1,83.27,硕士,8419
30641,190.1,43,博士,3939
30642,177.5,88.5,本科,16611
30643,171.5,86.53,硕士,23594
30644,178.9,59.51,博士,9970
30645,183.1,64.61,博士,11737
30646,183.2,77.19,硕士,12184
30647,165,46.13,硕士,17830
30648,176.8,57.52,博士,6492
30649,165.7,75.87,博士,7966
30650,164.5,78.31,硕士,12110
30651,197.4,65.77,博士,4621
30652,188.2,56.39,博士,18285
30653,153.3,59.26,本科,5605
30654,196,81.09,本科,16052
30655,194.8,69.45,本科,10081
30656,185.2,54.88,本科,13017
30657,157.5,58.23,本科,6102
30658,182.2,85.11,硕士,11904
30659,150.1,63.47,本科,19318
30660,171.7,89.45,博士,8543
30661,177.9,37.91,博士,28704
30662,199.1,60.57,本科,16030
30663,188,44.68,硕士,8122
30664,172,48.64,硕士,4305
30665,167.3,40.96,硕士,10529
30666,183,84.21,本科,6509
30667,150.6,82.05,本科,17452
30668,169.8,62.46,博士,11899
30669,199.8,60.45,博士,4559
30670,182.4,78.26,博士,20973
30671,161.3,47.42,本科,18921
30672,190.9,41.67,本科,10831
30673,183.3,67.45,博士,19081
30674,153.6,52.29,本科,9130
30675,160.6,76.94,本科,2645
30676,150.2,57.53,硕士,6619
30677,180.8,70.84,本科,10578
30678,171.6,50.92,硕士,8653
30679,190.2,83.05,硕士,2761
30680,155.7,40.9,本科,18449
30681,189.7,75.23,本科,5571
30682,165.3,84.06,本科,7475
30683,182.2,83.49,博士,13099
30684,177.1,89.76,博士,10290
30685,184.6,45.73,硕士,9152
30686,182.5,89.79,博士,6809
30687,194.4,69.94,博士,6301
30688,194.3,64.05,博士,4005
30689,188.4,81.97,博士,14738
30690,154.5,88.46,硕士,13548
30691,195.7,81.84,硕士,16826
30692,189.5,57.55,硕士,14156
30693,195.3,73.05,硕士,4419
30694,157.6,85.75,硕士,19107
30695,184.4,35.95,博士,12769
30696,192.6,42.11,博士,18343
30697,183.2,59.38,硕士,17831
30698,155.9,83.08,博士,10436
30699,183.1,63.85,本科,5446
30700,170.2,52.38,本科,12609
30701,180.2,64.38,博士,13772
30702,185.5,73.34,硕士,7848
30703,151.2,51.51,本科,10249
30704,152,48.56,硕士,7784
30705,184.9,48.52,博士,17095
30706,174.5,43.81,本科,9891
30707,172.7,45.18,硕士,21025
30708,157.8,37.87,硕士,7629
30709,173.6,53.55,博士,15731
30710,196.4,50.61,博士,15129
30711,186.6,43.07,本科,3379
30712,167.9,57.95,本科,11050
30713,178.1,59.69,本科,10707
30714,154.9,86.57,本科,11426
30715,177.4,39.34,硕士,13005
30716,178.6,70.78,本科,5924
30717,179.9,88.46,硕士,15657
30718,195.4,48.14,本科,21923
30719,154.4,83.46,博士,14330
30720,191.9,65.09,硕士,19247
30721,183.2,41.54,硕士,14170
30722,197.7,57.81,硕士,17915
30723,181.3,46.03,本科,16213
30724,158.2,74.85,本科,15394
30725,198.2,48.99,本科,14653
30726,193.1,48.05,硕士,12587
30727,160.9,48.66,博士,3777
30728,154.1,73.88,硕士,6414
30729,182.5,39.83,本科,2350
30730,159.3,88.6,硕士,4741
30731,168.2,35.15,博士,11991
30732,181,76.56,本科,17805
30733,185.7,73.87,博士,13280
30734,152.2,58.09,本科,22291
30735,170.8,68.18,博士,16783
30736,176,75.11,本科,16665
30737,155.7,54.72,本科,14888
30738,159.5,74.93,本科,18416
30739,169.6,66.95,博士,8723
30740,178.1,36.63,本科,18017
30741,171,62.35,博士,8839
30742,150.5,48.37,硕士,17251
30743,155.5,60.09,本科,1915
30744,152.3,88,博士,16497
30745,196,67.75,硕士,20550
30746,181.4,65.14,博士,15439
30747,166.7,43.65,硕士,8873
30748,166.7,49.42,博士,11892
30749,190.8,79.04,硕士,18886
30750,189.4,58.75,博士,16781
30751,194.8,56.31,硕士,12795
30752,195.2,39.28,硕士,15595
30753,165.5,62.42,硕士,17427
30754,175.5,79.67,博士,18722
30755,170.5,54.58,博士,15691
30756,187.5,60.49,本科,18477
30757,170.8,79.67,博士,4864
30758,198.2,72.26,博士,14143
30759,168.2,73.94,硕士,16001
30760,189.5,36.96,本科,13453
30761,195.7,36.67,博士,7060
30762,164.6,42.17,硕士,14212
30763,168.4,59.23,博士,9899
30764,150.3,60.02,硕士,12115
30765,190.4,89.31,博士,9052
30766,184.5,63.15,硕士,10946
30767,179,81.53,硕士,12091
30768,164.2,86.07,博士,21771
30769,183.3,79.32,博士,5617
30770,175.8,65.1,本科,11559
30771,156.3,48.52,硕士,5633
30772,161.9,68.14,硕士,4561
30773,189.7,81.11,硕士,5581
30774,185.5,64.67,博士,14284
30775,150,60.31,硕士,12926
30776,184.3,59.46,博士,3222
30777,155.3,44.25,博士,19016
30778,163.9,36.54,硕士,18547
30779,154.5,61.31,硕士,5579
30780,156.3,52.78,硕士,11537
30781,175.8,56.34,本科,973
30782,177,63.69,博士,15523
30783,170.9,39.53,博士,21732
30784,162.2,50.64,硕士,9504
30785,158.3,75.58,硕士,18623
30786,197.6,74.89,本科,3364
30787,191.5,55.84,博士,6059
30788,155.6,67.01,硕士,11276
30789,162.7,65.07,本科,12843
30790,158.2,77.25,本科,17163
30791,167.7,47.16,硕士,10641
30792,155.3,84.65,本科,16019
30793,181.5,79.09,本科,7668
30794,178.7,50.82,硕士,7155
30795,191,58.14,博士,10192
30796,157.4,35.67,硕士,11489
30797,185.6,79.27,硕士,12858
30798,170.8,65.24,博士,4787
30799,187.7,76.07,本科,13596
30800,168.1,65.2,本科,8946
30801,196.5,53.3,硕士,16502
30802,191.6,40.13,本科,10425
30803,171.7,69.21,硕士,6753
30804,169.4,86.81,博士,11613
30805,153.5,39.31,本科,7093
30806,153.9,54.25,硕士,5685
30807,196.7,53.31,本科,20925
30808,191.9,86.14,本科,12383
30809,196.7,58.85,硕士,18917
30810,162.3,44.98,博士,10053
30811,157.7,64.45,本科,10040
30812,176.4,52.29,博士,7569
30813,179.2,59.66,博士,8254
30814,176.1,38.82,博士,11027
30815,166.6,72.75,博士,20276
30816,151.3,82.45,硕士,17001
