staff_id,height,weight,qualification,salary
30072,176.8,45.36,硕士,19327
30073,180.7,73.64,硕士,18151
30074,165.5,72.79,博士,11101
30075,166.2,42.99,本科,6873
30076,179.1,78.87,博士,18001
30077,183.7,71.34,硕士,8219
30078,161.8,43.53,博士,5793
30079,174.3,59.82,硕士,7151
30080,181.5,66.82,本科,17495
30081,167.4,52.7,博士,10846
30082,162.5,53.44,博士,15823
30083,185.9,68.07,硕士,19393
30084,176,67.76,本科,8614
30085,163.7,45.68,博士,7048
30086,159.7,84.87,本科,13769
30087,174.3,78.82,本科,19197
30088,184.7,87.62,本科,13155
30089,153.2,48.96,硕士,8235
30090,178.8,46.8,硕士,5775
30091,165.6,64.24,博士,11145
30092,177.9,40.18,博士,5331
30093,189.6,62.39,硕士,8357
30094,163.7,60.59,博士,17295
30095,194.7,47.81,本科,10574
30096,154,75.3,博士,11453
30097,177.7,73.55,本科,5843
30098,174.6,73.24,博士,6345
30099,161.5,85.45,本科,6668
30100,162.4,43.71,硕士,4522
30101,180,88.32,本科,7245
30102,191.4,52.68,本科,14866
30103,192.1,44.62,本科,8181
30104,168.4,61.99,硕士,15555
30105,187,40.02,硕士,8458
30106,183.6,35.93,本科,15571
30107,167.1,50.75,博士,10664
30108,193.5,74.41,硕士,8599
30109,185,70.82,博士,15266
30110,196.9,61.11,博士,16323
30111,167.7,71.67,硕士,6131
30112,163.3,41.98,本科,4959
30113,167.5,85.95,博士,12252
30114,182.6,71.42,硕士,5841
30115,155.2,65.74,硕士,9211
30116,161.5,85.9,本科,16162
30117,165.5,85.4,硕士,16799
30118,158.8,86.85,硕士,5535
30119,158.8,74.38,本科,15743
30120,179.6,73.31,本科,15606
30121,193.2,53,博士,16171
30122,193.9,72.91,博士,9677
30123,189.5,41,本科,13993
30124,172.2,57.94,博士,6411
30125,184,70.47,博士,16737
30126,198.6,75.19,本科,12705
30127,159,53.73,本科,10785
30128,172.5,37.99,博士,5263
30129,197,41.87,硕士,7283
30130,155,67.33,本科,12495
30131,161.5,43.77,博士,14045
30132,197.4,65.53,硕士,17265
30133,151.7,62.19,硕士,17479
30134,154.1,37.04,博士,18005
30135,179.9,46.08,博士,4463
30136,156,73.72,博士,10515
30137,198.9,72.96,本科,19743
30138,198.4,72.69,硕士,11371
30139,198,88,博士,10425
30140,198.5,88.95,本科,4703
30141,186.2,61.72,本科,6498
30142,180.5,37.65,博士,10823
30143,151.9,54.67,硕士,5017
30144,183.8,86.21,硕士,14372
30145,193.1,41.62,博士,15260
30146,180,37.92,博士,9709
30147,189.8,56.05,硕士,9148
30148,188.1,86.43,硕士,5012
30149,151.1,52.21,硕士,14698
30150,166.3,85.61,博士,15346
30151,181.9,79.4,本科,13222
30152,151.7,88.56,本科,10610
30153,190.8,87.45,本科,4087
30154,180.9,41.63,硕士,11259
30155,157.7,58.56,硕士,16591
30156,178.8,45.83,硕士,4917
30157,191.6,82.85,博士,18121
30158,190,75.73,硕士,16497
30159,160.7,65.43,本科,9429
30160,166.7,41.1,博士,8769
30161,166.5,67.19,硕士,14280
30162,196.3,87.34,博士,13689
30163,163,89.45,本科,4274
30164,178.9,68.33,本科,9905
30165,167.8,78.54,博士,17049
30166,175.9,73.74,本科,12530
30167,196.1,63.14,硕士,10979
30168,196.6,62.61,博士,7669
30169,158.1,47.16,本科,14431
30170,177.2,88.16,硕士,14385
30171,194.3,50.62,硕士,6909
30172,176.9,38,博士,8914
30173,178.3,65.11,本科,13461
30174,199.7,37.78,硕士,10776
30175,156.8,62.8,硕士,18191
30176,162.3,88.95,博士,11817
30177,180.7,77.92,博士,13921
30178,173.3,52.52,本科,12203
30179,193.5,37.44,硕士,10659
30180,178.9,41.81,博士,8833
30181,169.1,67.23,本科,14167
30182,176.4,65.95,本科,18351
30183,173.7,73.32,博士,12924
30184,185,41.91,本科,13169
30185,189.8,45.35,本科,4309
30186,186.9,78.76,硕士,16577
30187,158.1,86.3,博士,17045
30188,161.9,38.84,博士,19419
30189,167.2,52.65,本科,19726
30190,158.3,58.91,博士,10504
30191,154.5,44.2,硕士,19545
30192,193,56.13,硕士,19580
30193,153.8,55.79,本科,18553
30194,188.1,82.88,本科,18535
30195,158,62.43,本科,18817
30196,189.7,45.96,本科,18961
30197,162.3,46.91,博士,10993
30198,196.3,62.32,本科,7082
30199,164.9,42.21,本科,15770
30200,179.2,71.75,博士,15380
30201,161.6,77.03,本科,9835
30202,151.9,45.82,本科,19154
30203,196.7,54.55,硕士,5260
30204,196.5,59.88,博士,11947
30205,184.1,63.76,本科,4299
30206,157.3,43.38,本科,5163
30207,172.1,52.85,本科,15369
30208,151.6,56,本科,7285
30209,188.2,54.46,本科,15055
30210,160.7,47.05,博士,16723
30211,175.9,58.68,本科,19634
30212,166.3,38.98,本科,18161
30213,191.4,43.12,本科,13525
30214,175.6,63.25,本科,17939
30215,190.1,87.81,硕士,19565
30216,165.1,54.23,硕士,8205
30217,170.6,66.46,博士,17471
30218,178.9,48.58,本科,7367
30219,189,73.85,博士,15331
30220,174,63.89,博士,8599
30221,155.9,57.21,本科,11194
30222,158.5,60.07,博士,17981
30223,197.1,48.23,本科,17397
30224,185.3,68.55,硕士,5428
30225,194.2,65.31,博士,7824
30226,198.7,81.06,硕士,8347
30227,188.2,62.37,本科,8541
30228,185.4,48.35,本科,9703
30229,177.9,62.53,本科,17181
30230,158.9,42.01,博士,8874
30231,151.8,50.89,本科,17698
30232,199.1,69.66,本科,15212
30233,158.8,37.94,博士,10604
30234,171.1,60.85,硕士,4485
30235,154.6,43.06,博士,9967
30236,180.8,74.46,博士,12439
30237,185.3,53.77,博士,9786
30238,169.3,75.86,本科,6279
30239,174.1,73.61,博士,17874
30240,159,55.24,本科,12057
30241,153.5,71.28,本科,9632
30242,160.5,53.17,硕士,18278
30243,187.4,40.69,博士,6292
30244,192.1,79.55,本科,13804
30245,164.8,52.15,硕士,12217
30246,182,77.82,博士,4915
30247,197.7,66.47,博士,13447
30248,178.3,87.92,博士,19661
30249,160.9,58.19,本科,5493
30250,168,43.32,硕士,7919
30251,155.5,51.16,硕士,15025
30252,169.5,88.1,本科,17002
30253,181.2,88.77,硕士,7732
30254,191.9,54.11,硕士,8149
30255,161.1,56.25,本科,13917
30256,167,62.26,本科,15098
30257,168.8,81.51,本科,16388
30258,199.8,35.69,硕士,9159
30259,169.7,82.21,本科,14613
30260,194.4,61.82,硕士,12123
30261,196.4,78.08,硕士,15985
30262,168.4,36.26,本科,12413
30263,157.4,82.99,本科,6327
30264,167.1,39.34,硕士,12861
30265,178.1,48.46,博士,13046
30266,174.5,80.5,本科,18549
30267,190.7,73.81,硕士,12651
30268,166.8,83.92,博士,5853
30269,163,42.15,本科,15495
30270,176,39.07,博士,17039
30271,180.7,47.14,博士,15403
30272,155,51.17,本科,12931
30273,170.7,70.78,博士,6777
30274,171.1,38.92,博士,18336
30275,193.2,77.11,本科,5313
30276,162,77.25,硕士,19677
30277,197.2,37.83,本科,8432
30278,164.3,52.46,硕士,6490
30279,186.4,86.93,博士,16551
30280,199.3,80.58,博士,8201
30281,197.7,68.21,硕士,5365
30282,186.8,38.65,博士,9154
30283,158.1,58.82,博士,9358
30284,157.9,69.77,硕士,17179
30285,186.3,89.36,硕士,5938
30286,178.5,50.9,硕士,11288
30287,157.4,49.78,硕士,7981
30288,157.3,52.73,本科,9492
30289,167,48.12,本科,19749
30290,199.8,80.22,博士,4329
30291,187.3,79.9,博士,13718
30292,181.9,61.46,本科,18637
30293,193.8,68.7,硕士,9520
30294,186,58.46,硕士,16221
30295,155.6,37.1,硕士,10941
30296,150.1,40,博士,17149
30297,153.9,41.15,硕士,16245
30298,187.1,79.92,本科,7684
30299,154.2,58.56,本科,18297
30300,158.8,88.91,硕士,6873
30301,190.4,37.85,硕士,17001
30302,171.4,89.61,硕士,16093
30303,183.9,86.26,硕士,13303
30304,152.2,38.09,本科,17995
30305,157,55.75,硕士,16148
30306,159.3,40.85,硕士,6763
30307,187.2,54.83,博士,15559
30308,166.9,75.14,硕士,12810
30309,179.6,79.57,本科,11553
30310,190.2,64.03,硕士,15530
30311,174,75.65,博士,5639
30312,189.7,51.14,硕士,15619
30313,172.2,48.22,硕士,8571
30314,168.6,62.65,博士,5197
30315,198.3,63.13,本科,17319
30316,194.2,73.66,本科,7678
30317,198.9,78.94,硕士,16301
30318,179.1,73.72,硕士,14357
30319,176.8,60.51,博士,19919
30320,178.5,86.32,博士,7530
30321,162,41.85,硕士,13749
30322,153.9,75.76,硕士,17360
30323,187.5,44.15,硕士,17935
30324,156,70.51,硕士,11102
30325,192.7,76.78,本科,16224
30326,151.9,42.63,硕士,15283
30327,152.6,61.69,博士,19141
30328,171.9,40.98,本科,14253
30329,169.5,52.94,硕士,17945
30330,156.2,59.33,博士,12789
30331,157.5,51.29,本科,7843
30332,188.9,72.47,本科,8784
30333,187.1,56.43,博士,4215
30334,166.6,60.31,博士,13221
30335,172.4,61.05,本科,9395
30336,157.1,41.69,博士,17758
30337,159,57.48,本科,4320
30338,196.6,54.16,硕士,10105
30339,171.4,82.86,本科,18522
30340,167.9,46,本科,6550
30341,189.8,45.66,硕士,14013
30342,177.8,50.06,博士,8055
30343,157.3,36.62,本科,4567
30344,152.6,60.04,硕士,19287
30345,192.9,88.58,本科,13042
30346,184.4,69.41,博士,4436
30347,162.2,45.92,本科,12077
30348,169,39.52,硕士,17683
30349,171.6,80.25,博士,14897
30350,163.4,77.4,博士,19809
30351,179.8,57.17,本科,15470
30352,184.8,82.89,硕士,12991
30353,165.2,57.02,硕士,13471
30354,154.7,41.22,硕士,20021
30355,169.4,75.06,硕士,13029
30356,191.4,57.38,硕士,12645
30357,191.6,62.92,本科,11478
30358,159.9,65.84,本科,8315
30359,158.2,48.21,硕士,11905
30360,174.4,88.18,博士,11869
30361,181,46.4,硕士,11255
30362,152.5,48.46,本科,17926
30363,155.5,68.64,博士,19548
30364,194.2,45.41,本科,19664
30365,188.2,37.52,硕士,14170
30366,199.1,76.65,本科,18893
30367,195.2,70.21,博士,5425
30368,172.2,87.82,本科,18040
30369,163.2,66.13,博士,8089
30370,167.2,69.62,本科,17445
30371,162.1,70.88,博士,14183
30372,183.5,65.66,博士,15460
30373,193.1,41.39,本科,15577
30374,192.5,67.07,本科,5078
30375,167.6,41.13,博士,4407
30376,192.6,72.32,本科,13092
30377,168.6,38.94,本科,7807
30378,184,62.28,本科,17253
30379,163.8,51.8,博士,13153
30380,189.5,81.9,硕士,6739
30381,178.2,88.56,硕士,6350
30382,181.9,51.81,博士,19421
30383,190.5,58.48,硕士,17344
30384,185.3,88.34,博士,19640
30385,183,80.48,硕士,8427
30386,153.2,83.63,本科,5440
30387,152.1,52.09,博士,17909
30388,150.2,79.28,博士,19075
30389,187.3,50.36,博士,11139
30390,180.2,56.7,本科,4686
30391,187.7,84.83,硕士,13578
30392,186,42.26,硕士,19044
30393,174.7,41.72,博士,10087
30394,162.4,61.2,硕士,6545
30395,199.3,53.67,硕士,11097
30396,160.9,41.46,硕士,4127
30397,187,63.98,博士,14666
30398,157.2,42.24,硕士,15479
30399,180.9,41.53,硕士,14231
30400,172.1,78.08,博士,12087
30401,188.7,46.58,本科,8237
30402,191.7,53.28,本科,15617
30403,186.6,35.58,硕士,7292
30404,157.5,59.93,博士,18104
30405,194,81.03,博士,12489
30406,155.5,58.55,博士,14842
30407,158.5,45.66,硕士,13049
30408,195.8,83.03,硕士,17200
30409,196.4,66.65,博士,19656
30410,196.5,74.52,硕士,7684
30411,154.7,50.21,硕士,9237
30412,183.2,42.85,硕士,16177
30413,151.6,83.93,硕士,11427
30414,188.1,71.19,本科,13353
30415,194.6,80.29,本科,11847
30416,180.6,48.1,本科,12762
30417,177.5,54.37,博士,10046
30418,161.5,85.45,本科,17323
30419,158.9,88.1,硕士,13136
30420,177.3,50.7,博士,19599
30421,189.4,41.07,硕士,13265
30422,170.1,46.67,硕士,17491
30423,153.4,77.01,博士,10173
30424,167.1,71.63,硕士,17630
30425,191.1,87.13,博士,4473
30426,151.4,72.21,博士,18032
30427,183.7,73.04,硕士,15673
30428,171.7,85.56,本科,6809
30429,166.8,77.92,硕士,19781
30430,188.9,72.38,硕士,17927
30431,193.2,35.59,硕士,10453
30432,189.4,64.62,博士,10621
30433,162.7,35.83,博士,4289
30434,154.7,56.61,博士,5679
30435,195.4,82.19,本科,15845
30436,160.5,55.23,博士,12892
30437,164.5,35.65,博士,10553
30438,177,71.19,本科,6491
30439,155.3,43.13,硕士,17134
30440,164.1,83.55,硕士,7941
30441,152,82.11,本科,10132
30442,152.3,49.76,本科,15573
30443,193.2,37.42,本科,12338
30444,173.1,39.71,硕士,6282
30445,174.9,82.72,本科,4262
30446,167.8,54.6,本科,5250
30447,181.3,36.6,硕士,16957
30448,169.3,68.38,本科,5607
30449,154,65.3,硕士,6157
30450,176.2,76.25,本科,19265
30451,187.2,42,博士,18585
30452,197.1,83.91,硕士,5029
30453,165.3,85.5,博士,19711
30454,185.2,37.9,博士,12113
30455,161.6,41.38,硕士,9430
30456,150.2,67.31,本科,20033
30457,181.8,61.23,博士,19619
30458,187.7,47.27,本科,4879
30459,153.7,77.95,本科,15419
30460,178.5,49.96,硕士,11033
30461,196.1,38.1,本科,16205
30462,167.7,50.78,博士,12169
30463,178.2,60.2,本科,7310
30464,168.8,49.54,本科,19279
30465,152.8,75.21,本科,7942
30466,175.8,52.42,硕士,17431
30467,157.1,59.97,硕士,12451
30468,194.3,45.1,硕士,6397
30469,177.3,42.02,本科,18451
30470,192.7,87.33,博士,8914
30471,195.4,78.76,博士,17313
30472,172.7,47.95,博士,5245
30473,167,58.89,博士,6067
30474,192.8,52.3,硕士,12955
30475,187.4,52.37,本科,8114
30476,198.4,48.78,博士,8529
30477,178.8,64.04,本科,14183
30478,168.1,62.47,博士,10069
30479,176.2,50.61,博士,7867
30480,189.6,80.93,硕士,5333
30481,174.1,82.59,本科,11600
30482,169.7,88.82,博士,8655
30483,198.1,72.29,博士,5987
30484,170.8,85.14,本科,5146
30485,166.3,87.51,本科,5600
30486,165.6,71.18,本科,16069
30487,182.1,73.68,硕士,15085
30488,187.1,49.5,本科,7976
30489,170.3,55.61,博士,14833
30490,173.4,77.07,硕士,12371
30491,187,54.27,博士,4369
30492,168,89.53,博士,17830
30493,181.4,50.71,硕士,8193
30494,193.4,51.15,硕士,15329
30495,175.2,62.95,博士,10161
30496,188.7,41.17,博士,15015
30497,180.9,77.93,硕士,9160
30498,154.2,46.94,硕士,10123
30499,192.7,88.65,博士,8151
30500,182,72.08,硕士,16745
30501,183.7,53.92,硕士,18309
30502,179.1,75.96,博士,7052
30503,157.3,69.46,本科,7750
30504,165.2,71.14,博士,11695
30505,190.7,76.29,博士,10301
30506,166.8,83.49,博士,12969
30507,189.3,63.36,本科,12732
30508,196.2,60.81,硕士,10034
30509,180.7,74.04,硕士,18134
30510,174,69.74,博士,4797
30511,173.4,84.13,本科,7873
30512,195.8,68.52,博士,18985
30513,197,57.56,博士,17645
30514,178.5,78.89,硕士,19044
30515,173.4,79.67,本科,8593
30516,151.1,67.11,本科,17849
30517,168.8,88.79,博士,19497
30518,157.6,52.17,本科,9345
30519,177.7,73.01,博士,4565
30520,159,54.95,硕士,4395
30521,185.3,67.37,硕士,16235
30522,169.2,88.42,本科,14789
30523,158.1,57.79,硕士,7617
30524,195.4,80.23,本科,20033
30525,159.9,61.21,硕士,5879
30526,171.9,65.66,硕士,16108
30527,182.8,38,硕士,18004
30528,159.2,75.38,硕士,17391
30529,188.3,45.41,硕士,19606
30530,179.6,35.21,硕士,15819
30531,158.5,45.9,博士,5979
30532,197.9,58.38,博士,15569
30533,162.2,58.35,本科,18895
30534,193.7,77.28,本科,14929
30535,170.7,35.35,硕士,11139
30536,180.2,36.65,本科,6710
30537,166.9,56.96,硕士,11103
30538,194.2,49.64,本科,4369
30539,184.1,46.22,本科,5500
30540,180.6,61.05,硕士,4833
30541,186.8,87.17,博士,5107
30542,185,36.28,本科,15449
30543,169.8,55.56,博士,16811
30544,163.9,40.1,硕士,7811
30545,161.9,44.65,本科,19623
30546,158.1,47.74,本科,13377
30547,189.1,64.3,本科,18530
30548,170.9,45.44,本科,6963
30549,168.9,56.02,本科,18427
30550,180.9,39.05,博士,10922
30551,177.1,73.97,本科,10845
30552,189.9,76.77,本科,19712
30553,167.3,87.92,本科,17795
30554,150.2,37.59,博士,8687
30555,165.3,87.26,博士,10827
30556,169.8,71.61,硕士,13001
30557,172.8,80.24,本科,9521
30558,183,38.51,本科,5761
30559,180.9,40.31,硕士,14492
30560,188,87.96,本科,4445
30561,152.7,75.66,博士,15289
30562,152.7,40.55,本科,15407
30563,180.5,75.44,博士,10279
30564,170,89.55,硕士,18917
30565,174.5,60.91,本科,12295
30566,158.9,47.16,硕士,18118
30567,155,44.7,博士,8455
30568,190,81.96,博士,6823
30569,170.4,35.97,硕士,17128
30570,165.6,40.06,本科,4581
30571,186.9,48.79,硕士,15902
30572,177.7,53.04,本科,4708
30573,167.7,43.97,本科,18842
30574,198.7,56.84,本科,10206
30575,181.7,46.47,硕士,8984
30576,172.3,70.5,博士,18131
30577,170.8,58.47,博士,9875
30578,161.5,55.22,硕士,17709
30579,182.1,59.19,本科,8765
30580,177.1,38.66,硕士,10529
30581,181.4,40.24,硕士,17690
30582,185.4,65.32,博士,4431
30583,163.3,65.01,本科,4951
30584,155.1,51.33,硕士,7779
30585,172.9,62.99,硕士,13829
30586,168,77.93,本科,9949
30587,177,68.91,本科,5641
30588,168.2,55.39,本科,8031
30589,181.5,64.05,硕士,5895
30590,172.1,38.88,博士,15233
30591,156.3,68.89,本科,12575
30592,176.1,48.37,博士,13572
30593,190.9,66.2,本科,10915
30594,160.8,83.63,博士,19523
30595,162.7,45.07,硕士,17539
30596,187.1,70.52,硕士,12812
30597,199.6,54.53,博士,13759
30598,197.2,73.95,本科,9417
30599,158.6,75.59,博士,12997
30600,180.3,42.93,博士,14123
30601,159.9,52.7,本科,4807
30602,190.5,38.83,本科,12538
30603,168,48.41,本科,11461
30604,188.1,89.71,硕士,18683
30605,158.6,78.62,本科,13175
30606,163.3,84.85,本科,18179
30607,163,62.45,博士,9719
30608,196.3,81.16,硕士,18751
30609,195.3,56.51,博士,11033
30610,193.5,85.24,本科,5765
30611,177.6,35,博士,4637
30612,192.7,79.04,本科,5125
30613,153.5,78.1,硕士,7999
30614,156.5,46.41,硕士,9124
30615,182.3,38,博士,5466
30616,194.8,63,博士,19740
30617,198,41.77,本科,11701
30618,191.3,86.92,博士,6116
30619,153.2,56.04,博士,4188
30620,184.4,43.38,本科,13181
30621,165.7,57.56,硕士,5153
30622,194.4,41.97,本科,10927
30623,163.8,75.34,硕士,18568
30624,151.5,44.9,硕士,19273
30625,178.4,67.46,本科,7883
30626,164.5,76.46,硕士,14849
30627,193.4,84.36,硕士,14751
30628,172.7,59.31,本科,7039
30629,191.9,45.13,硕士,5505
30630,179.2,40.4,博士,13297
30631,150.5,42.04,博士,10831
30632,192.5,85.14,博士,11286
30633,174.4,74.57,硕士,7857
30634,189.3,82.42,博士,4134
30635,176.8,60.29,博士,13635
30636,159.6,80.53,博士,11281
30637,198.4,72,本科,8941
30638,158.6,76.47,本科,8898
30639,173.3,53.44,博士,13436
30640,154.1,83.27,硕士,7480
30641,190.1,43,博士,4321
30642,177.5,88.5,本科,17995
30643,171.5,86.53,硕士,19770
30644,178.9,59.51,博士,13089
30645,183.1,64.61,博士,13313
30646,183.2,77.19,硕士,7621
30647,165,46.13,硕士,19498
30648,176.8,57.52,博士,8596
30649,165.7,75.87,博士,7437
30650,164.5,78.31,硕士,12221
30651,197.4,65.77,博士,5263
30652,188.2,56.39,博士,14433
30653,153.3,59.26,本科,4499
30654,196,81.09,本科,15859
30655,194.8,69.45,本科,10025
30656,185.2,54.88,本科,12151
30657,157.5,58.23,本科,6193
30658,182.2,85.11,硕士,12334
30659,150.1,63.47,本科,18139
30660,171.7,89.45,博士,7695
30661,177.9,37.91,博士,17551
30662,199.1,60.57,本科,13540
30663,188,44.68,硕士,5700
30664,172,48.64,硕士,6412
30665,167.3,40.96,硕士,10751
30666,183,84.21,本科,5965
30667,150.6,82.05,本科,15255
30668,169.8,62.46,博士,13467
30669,199.8,60.45,博士,6638
30670,182.4,78.26,博士,18945
30671,161.3,47.42,本科,18161
30672,190.9,41.67,本科,11238
30673,183.3,67.45,博士,17385
30674,153.6,52.29,本科,8346
30675,160.6,76.94,本科,5026
30676,150.2,57.53,硕士,6495
30677,180.8,70.84,本科,8356
30678,171.6,50.92,硕士,6236
30679,190.2,83.05,硕士,4411
30680,155.7,40.9,本科,16022
30681,189.7,75.23,本科,6018
30682,165.3,84.06,本科,9615
30683,182.2,83.49,博士,13096
30684,177.1,89.76,博士,10777
30685,184.6,45.73,硕士,9455
30686,182.5,89.79,博士,7277
30687,194.4,69.94,博士,8897
30688,194.3,64.05,博士,4797
30689,188.4,81.97,博士,15111
30690,154.5,88.46,硕士,14571
30691,195.7,81.84,硕士,18633
30692,189.5,57.55,硕士,13542
30693,195.3,73.05,硕士,4347
30694,157.6,85.75,硕士,19433
30695,184.4,35.95,博士,12775
30696,192.6,42.11,博士,19385
30697,183.2,59.38,硕士,19505
30698,155.9,83.08,博士,9202
30699,183.1,63.85,本科,7891
30700,170.2,52.38,本科,12685
30701,180.2,64.38,博士,13536
30702,185.5,73.34,硕士,9520
30703,151.2,51.51,本科,8813
30704,152,48.56,硕士,8772
30705,184.9,48.52,博士,16743
30706,174.5,43.81,本科,8742
30707,172.7,45.18,硕士,17538
30708,157.8,37.87,硕士,7929
30709,173.6,53.55,博士,16365
30710,196.4,50.61,博士,16433
30711,186.6,43.07,本科,7270
30712,167.9,57.95,本科,13338
30713,178.1,59.69,本科,13609
30714,154.9,86.57,本科,11471
30715,177.4,39.34,硕士,11820
30716,178.6,70.78,本科,8368
30717,179.9,88.46,硕士,17523
30718,195.4,48.14,本科,18533
30719,154.4,83.46,博士,14193
30720,191.9,65.09,硕士,16597
30721,183.2,41.54,硕士,13531
30722,197.7,57.81,硕士,19907
30723,181.3,46.03,本科,14777
30724,158.2,74.85,本科,11595
30725,198.2,48.99,本科,14345
30726,193.1,48.05,硕士,11296
30727,160.9,48.66,博士,9677
30728,154.1,73.88,硕士,5040
30729,182.5,39.83,本科,4743
30730,159.3,88.6,硕士,4263
30731,168.2,35.15,博士,9603
30732,181,76.56,本科,17722
30733,185.7,73.87,博士,15432
30734,152.2,58.09,本科,19217
30735,170.8,68.18,博士,16771
30736,176,75.11,本科,17433
30737,155.7,54.72,本科,16483
30738,159.5,74.93,本科,19588
30739,169.6,66.95,博士,9240
30740,178.1,36.63,本科,17900
30741,171,62.35,博士,5909
30742,150.5,48.37,硕士,19363
30743,155.5,60.09,本科,5269
30744,152.3,88,博士,13428
30745,196,67.75,硕士,18446
30746,181.4,65.14,博士,17405
30747,166.7,43.65,硕士,7958
30748,166.7,49.42,博士,9127
30749,190.8,79.04,硕士,20007
30750,189.4,58.75,博士,18021
30751,194.8,56.31,硕士,12030
30752,195.2,39.28,硕士,14577
30753,165.5,62.42,硕士,14503
30754,175.5,79.67,博士,17366
30755,170.5,54.58,博士,18983
30756,187.5,60.49,本科,19211
30757,170.8,79.67,博士,4881
30758,198.2,72.26,博士,15119
30759,168.2,73.94,硕士,16101
30760,189.5,36.96,本科,13617
30761,195.7,36.67,博士,4942
30762,164.6,42.17,硕士,15132
30763,168.4,59.23,博士,8814
30764,150.3,60.02,硕士,12397
30765,190.4,89.31,博士,13494
30766,184.5,63.15,硕士,11175
30767,179,81.53,硕士,10789
30768,164.2,86.07,博士,19661
30769,183.3,79.32,博士,5707
30770,175.8,65.1,本科,12348
30771,156.3,48.52,硕士,5130
30772,161.9,68.14,硕士,4664
30773,189.7,81.11,硕士,7115
30774,185.5,64.67,博士,13446
30775,150,60.31,硕士,14813
30776,184.3,59.46,博士,6797
30777,155.3,44.25,博士,18514
30778,163.9,36.54,硕士,16532
30779,154.5,61.31,硕士,6074
30780,156.3,52.78,硕士,11609
30781,175.8,56.34,本科,4215
30782,177,63.69,博士,16498
30783,170.9,39.53,博士,19535
30784,162.2,50.64,硕士,10563
30785,158.3,75.58,硕士,18105
30786,197.6,74.89,本科,4851
30787,191.5,55.84,博士,7949
30788,155.6,67.01,硕士,10515
30789,162.7,65.07,本科,9051
30790,158.2,77.25,本科,16819
30791,167.7,47.16,硕士,7267
30792,155.3,84.65,本科,15067
30793,181.5,79.09,本科,7617
30794,178.7,50.82,硕士,7598
30795,191,58.14,博士,7847
30796,157.4,35.67,硕士,12381
30797,185.6,79.27,硕士,11735
30798,170.8,65.24,博士,4334
30799,187.7,76.07,本科,14623
30800,168.1,65.2,本科,8143
30801,196.5,53.3,硕士,16435
30802,191.6,40.13,本科,11660
30803,171.7,69.21,硕士,9037
30804,169.4,86.81,博士,10409
30805,153.5,39.31,本科,6009
30806,153.9,54.25,硕士,7941
30807,196.7,53.31,本科,19052
30808,191.9,86.14,本科,11635
30809,196.7,58.85,硕士,19105
30810,162.3,44.98,博士,9289
30811,157.7,64.45,本科,11008
30812,176.4,52.29,博士,7363
30813,179.2,59.66,博士,8205
30814,176.1,38.82,博士,11981
30815,166.6,72.75,博士,18759
30816,151.3,82.45,硕士,18729
