staff_id,height,weight,qualification,salary
30352,184.8,82.89,硕士,12917
30353,165.2,57.02,硕士,13399
30354,154.7,41.22,硕士,19949
30355,169.4,75.06,硕士,12955
30356,191.4,57.38,硕士,12572
30357,191.6,62.92,本科,11405
30358,159.9,65.84,本科,8241
30359,158.2,48.21,硕士,11833
30360,174.4,88.18,博士,11796
30361,181,46.4,硕士,11182
30362,152.5,48.46,本科,17853
30363,155.5,68.64,博士,19475
30364,194.2,45.41,本科,19591
30365,188.2,37.52,硕士,14097
30366,199.1,76.65,本科,18819
30367,195.2,70.21,博士,5353
30368,172.2,87.82,本科,17967
30369,163.2,66.13,博士,8015
30370,167.2,69.62,本科,17372
30371,162.1,70.88,博士,14111
30372,183.5,65.66,博士,15387
30373,193.1,41.39,本科,15504
30374,192.5,67.07,本科,5005
30375,167.6,41.13,博士,4333
30376,192.6,72.32,本科,13019
30377,168.6,38.94,本科,7734
30378,184,62.28,本科,17181
30379,163.8,51.8,博士,13079
30380,189.5,81.9,硕士,6666
30381,178.2,88.56,硕士,6277
30382,181.9,51.81,博士,19347
30383,190.5,58.48,硕士,17271
30384,185.3,88.34,博士,19567
30385,183,80.48,硕士,8353
30386,153.2,83.63,本科,5367
30387,152.1,52.09,博士,17837
30388,150.2,79.28,博士,19003
30389,187.3,50.36,博士,11067
30390,180.2,56.7,本科,4613
30391,187.7,84.83,硕士,13505
30392,186,42.26,硕士,18971
30393,174.7,41.72,博士,10015
30394,162.4,61.2,硕士,6472
30395,199.3,53.67,硕士,11023
30396,160.9,41.46,硕士,4055
30397,187,63.98,博士,14593
30398,157.2,42.24,硕士,15407
30399,180.9,41.53,硕士,14159
30400,172.1,78.08,博士,12013
30401,188.7,46.58,本科,8163
30402,191.7,53.28,本科,15545
30403,186.6,35.58,硕士,7219
30404,157.5,59.93,博士,18031
30405,194,81.03,博士,12415
30406,155.5,58.55,博士,14769
30407,158.5,45.66,硕士,12977
30408,195.8,83.03,硕士,17127
30409,196.4,66.65,博士,19583
30410,196.5,74.52,硕士,7611
30411,154.7,50.21,硕士,9163
30412,183.2,42.85,硕士,16103
30413,151.6,83.93,硕士,11353
30414,188.1,71.19,本科,13280
30415,194.6,80.29,本科,11775
30416,180.6,48.1,本科,12689
30417,177.5,54.37,博士,9973
30418,161.5,85.45,本科,17250
30419,158.9,88.1,硕士,13063
30420,177.3,50.7,博士,19526
30421,189.4,41.07,硕士,13192
30422,170.1,46.67,硕士,17418
30423,153.4,77.01,博士,10100
30424,167.1,71.63,硕士,17557
30425,191.1,87.13,博士,4400
30426,151.4,72.21,博士,17959
30427,183.7,73.04,硕士,15600
30428,171.7,85.56,本科,6736
30429,166.8,77.92,硕士,19708
30430,188.9,72.38,硕士,17854
30431,193.2,35.59,硕士,10381
30432,189.4,64.62,博士,10547
30433,162.7,35.83,博士,4216
30434,154.7,56.61,博士,5606
30435,195.4,82.19,本科,15772
30436,160.5,55.23,博士,12819
30437,164.5,35.65,博士,10480
30438,177,71.19,本科,6418
30439,155.3,43.13,硕士,17061
30440,164.1,83.55,硕士,7867
30441,152,82.11,本科,10059
30442,152.3,49.76,本科,15500
30443,193.2,37.42,本科,12265
30444,173.1,39.71,硕士,6209
30445,174.9,82.72,本科,4190
30446,167.8,54.6,本科,5177
30447,181.3,36.6,硕士,16883
30448,169.3,68.38,本科,5533
30449,154,65.3,硕士,6083
30450,176.2,76.25,本科,19192
30451,187.2,42,博士,18512
30452,197.1,83.91,硕士,4955
30453,165.3,85.5,博士,19638
30454,185.2,37.9,博士,12040
30455,161.6,41.38,硕士,9357
30456,150.2,67.31,本科,19960
30457,181.8,61.23,博士,19546
30458,187.7,47.27,本科,4806
30459,153.7,77.95,本科,15346
30460,178.5,49.96,硕士,10960
30461,196.1,38.1,本科,16132
30462,167.7,50.78,博士,12096
30463,178.2,60.2,本科,7237
30464,168.8,49.54,本科,19207
30465,152.8,75.21,本科,7869
30466,175.8,52.42,硕士,17359
30467,157.1,59.97,硕士,12378
30468,194.3,45.1,硕士,6324
30469,177.3,42.02,本科,18379
30470,192.7,87.33,博士,8841
30471,195.4,78.76,博士,17239
30472,172.7,47.95,博士,5173
30473,167,58.89,博士,5995
30474,192.8,52.3,硕士,12881
30475,187.4,52.37,本科,8041
30476,198.4,48.78,博士,8455
30477,178.8,64.04,本科,14111
30478,168.1,62.47,博士,9995
30479,176.2,50.61,博士,7793
30480,189.6,80.93,硕士,5260
30481,174.1,82.59,本科,11527
30482,169.7,88.82,博士,8583
30483,198.1,72.29,博士,5914
30484,170.8,85.14,本科,5073
30485,166.3,87.51,本科,5527
30486,165.6,71.18,本科,15996
30487,182.1,73.68,硕士,15012
30488,187.1,49.5,本科,7903
30489,170.3,55.61,博士,14759
30490,173.4,77.07,硕士,12297
30491,187,54.27,博士,4295
30492,168,89.53,博士,17757
30493,181.4,50.71,硕士,8119
30494,193.4,51.15,硕士,15256
30495,175.2,62.95,博士,10087
30496,188.7,41.17,博士,14941
30497,180.9,77.93,硕士,9087
30498,154.2,46.94,硕士,10050
30499,192.7,88.65,博士,8077
30500,182,72.08,硕士,16673
30501,183.7,53.92,硕士,18236
30502,179.1,75.96,博士,6979
30503,157.3,69.46,本科,7677
30504,165.2,71.14,博士,11621
30505,190.7,76.29,博士,10228
30506,166.8,83.49,博士,12897
30507,189.3,63.36,本科,12659
30508,196.2,60.81,硕士,9961
30509,180.7,74.04,硕士,18061
30510,174,69.74,博士,4725
30511,173.4,84.13,本科,7799
30512,195.8,68.52,博士,18911
30513,197,57.56,博士,17571
30514,178.5,78.89,硕士,18971
30515,173.4,79.67,本科,8521
30516,151.1,67.11,本科,17776
30517,168.8,88.79,博士,19425
30518,157.6,52.17,本科,9272
30519,177.7,73.01,博士,4492
30520,159,54.95,硕士,4322
30521,185.3,67.37,硕士,16163
30522,169.2,88.42,本科,14715
30523,158.1,57.79,硕士,7543
30524,195.4,80.23,本科,19960
30525,159.9,61.21,硕士,5805
30526,171.9,65.66,硕士,16035
30527,182.8,38,硕士,17931
30528,159.2,75.38,硕士,17318
30529,188.3,45.41,硕士,19533
30530,179.6,35.21,硕士,15745
30531,158.5,45.9,博士,5906
30532,197.9,58.38,博士,15496
30533,162.2,58.35,本科,18823
30534,193.7,77.28,本科,14856
30535,170.7,35.35,硕士,11066
30536,180.2,36.65,本科,6637
30537,166.9,56.96,硕士,11029
30538,194.2,49.64,本科,4297
30539,184.1,46.22,本科,5427
30540,180.6,61.05,硕士,4759
30541,186.8,87.17,博士,5033
30542,185,36.28,本科,15375
30543,169.8,55.56,博士,16737
30544,163.9,40.1,硕士,7737
30545,161.9,44.65,本科,19550
30546,158.1,47.74,本科,13304
30547,189.1,64.3,本科,18457
30548,170.9,45.44,本科,6891
30549,168.9,56.02,本科,18354
30550,180.9,39.05,博士,10849
30551,177.1,73.97,本科,10771
30552,189.9,76.77,本科,19639
30553,167.3,87.92,本科,17722
30554,150.2,37.59,博士,8614
30555,165.3,87.26,博士,10755
30556,169.8,71.61,硕士,12927
30557,172.8,80.24,本科,9449
30558,183,38.51,本科,5689
30559,180.9,40.31,硕士,14419
30560,188,87.96,本科,4372
30561,152.7,75.66,博士,15216
30562,152.7,40.55,本科,15335
30563,180.5,75.44,博士,10207
30564,170,89.55,硕士,18843
30565,174.5,60.91,本科,12221
30566,158.9,47.16,硕士,18045
30567,155,44.7,博士,8383
30568,190,81.96,博士,6749
30569,170.4,35.97,硕士,17055
30570,165.6,40.06,本科,4508
30571,186.9,48.79,硕士,15829
30572,177.7,53.04,本科,4635
30573,167.7,43.97,本科,18769
30574,198.7,56.84,本科,10133
30575,181.7,46.47,硕士,8911
30576,172.3,70.5,博士,18058
30577,170.8,58.47,博士,9801
30578,161.5,55.22,硕士,17636
30579,182.1,59.19,本科,8691
30580,177.1,38.66,硕士,10455
30581,181.4,40.24,硕士,17617
30582,185.4,65.32,博士,4358
30583,163.3,65.01,本科,4877
30584,155.1,51.33,硕士,7707
30585,172.9,62.99,硕士,13755
30586,168,77.93,本科,9875
30587,177,68.91,本科,5569
30588,168.2,55.39,本科,7958
30589,181.5,64.05,硕士,5823
30590,172.1,38.88,博士,15160
30591,156.3,68.89,本科,12503
30592,176.1,48.37,博士,13499
30593,190.9,66.2,本科,10843
30594,160.8,83.63,博士,19450
30595,162.7,45.07,硕士,17466
30596,187.1,70.52,硕士,12739
30597,199.6,54.53,博士,13685
30598,197.2,73.95,本科,9343
30599,158.6,75.59,博士,12924
30600,180.3,42.93,博士,14050
30601,159.9,52.7,本科,4734
30602,190.5,38.83,本科,12465
30603,168,48.41,本科,11388
30604,188.1,89.71,硕士,18610
30605,158.6,78.62,本科,13102
30606,163.3,84.85,本科,18105
30607,163,62.45,博士,9645
30608,196.3,81.16,硕士,18677
30609,195.3,56.51,博士,10960
30610,193.5,85.24,本科,5692
30611,177.6,35,博士,4565
30612,192.7,79.04,本科,5052
30613,153.5,78.1,硕士,7926
30614,156.5,46.41,硕士,9051
30615,182.3,38,博士,5393
30616,194.8,63,博士,19667
30617,198,41.77,本科,11628
30618,191.3,86.92,博士,6043
30619,153.2,56.04,博士,4115
30620,184.4,43.38,本科,13108
30621,165.7,57.56,硕士,5080
30622,194.4,41.97,本科,10854
30623,163.8,75.34,硕士,18495
30624,151.5,44.9,硕士,19199
30625,178.4,67.46,本科,7809
30626,164.5,76.46,硕士,14776
30627,193.4,84.36,硕士,14677
30628,172.7,59.31,本科,6966
30629,191.9,45.13,硕士,5432
30630,179.2,40.4,博士,13225
30631,150.5,42.04,博士,10758
30632,192.5,85.14,博士,11213
30633,174.4,74.57,硕士,7784
30634,189.3,82.42,博士,4062
30635,176.8,60.29,博士,13562
30636,159.6,80.53,博士,11208
30637,198.4,72,本科,8868
30638,158.6,76.47,本科,8825
30639,173.3,53.44,博士,13363
30640,154.1,83.27,硕士,7407
30641,190.1,43,博士,4249
30642,177.5,88.5,本科,17922
30643,171.5,86.53,硕士,19697
30644,178.9,59.51,博士,13016
30645,183.1,64.61,博士,13239
30646,183.2,77.19,硕士,7548
30647,165,46.13,硕士,19425
30648,176.8,57.52,博士,8523
30649,165.7,75.87,博士,7365
30650,164.5,78.31,硕士,12148
30651,197.4,65.77,博士,5191
30652,188.2,56.39,博士,14360
30653,153.3,59.26,本科,4426
30654,196,81.09,本科,15786
30655,194.8,69.45,本科,9952
30656,185.2,54.88,本科,12078
30657,157.5,58.23,本科,6120
30658,182.2,85.11,硕士,12261
30659,150.1,63.47,本科,18065
30660,171.7,89.45,博士,7621
30661,177.9,37.91,博士,17478
30662,199.1,60.57,本科,13467
30663,188,44.68,硕士,5627
30664,172,48.64,硕士,6339
30665,167.3,40.96,硕士,10677
30666,183,84.21,本科,5893
30667,150.6,82.05,本科,15182
30668,169.8,62.46,博士,13395
30669,199.8,60.45,博士,6565
30670,182.4,78.26,博士,18872
30671,161.3,47.42,本科,18087
30672,190.9,41.67,本科,11165
30673,183.3,67.45,博士,17311
30674,153.6,52.29,本科,8273
30675,160.6,76.94,本科,4953
30676,150.2,57.53,硕士,6423
30677,180.8,70.84,本科,8283
30678,171.6,50.92,硕士,6163
30679,190.2,83.05,硕士,4337
30680,155.7,40.9,本科,15949
30681,189.7,75.23,本科,5945
30682,165.3,84.06,本科,9541
30683,182.2,83.49,博士,13023
30684,177.1,89.76,博士,10703
30685,184.6,45.73,硕士,9381
30686,182.5,89.79,博士,7204
30687,194.4,69.94,博士,8823
30688,194.3,64.05,博士,4724
30689,188.4,81.97,博士,15037
30690,154.5,88.46,硕士,14498
30691,195.7,81.84,硕士,18560
30692,189.5,57.55,硕士,13469
30693,195.3,73.05,硕士,4275
30694,157.6,85.75,硕士,19360
30695,184.4,35.95,博士,12701
30696,192.6,42.11,博士,19313
30697,183.2,59.38,硕士,19432
30698,155.9,83.08,博士,9129
30699,183.1,63.85,本科,7817
30700,170.2,52.38,本科,12611
30701,180.2,64.38,博士,13463
30702,185.5,73.34,硕士,9447
30703,151.2,51.51,本科,8740
30704,152,48.56,硕士,8699
30705,184.9,48.52,博士,16669
30706,174.5,43.81,本科,8669
30707,172.7,45.18,硕士,17465
30708,157.8,37.87,硕士,7855
30709,173.6,53.55,博士,16292
30710,196.4,50.61,博士,16360
30711,186.6,43.07,本科,7197
30712,167.9,57.95,本科,13265
30713,178.1,59.69,本科,13536
30714,154.9,86.57,本科,11398
30715,177.4,39.34,硕士,11747
30716,178.6,70.78,本科,8295
30717,179.9,88.46,硕士,17451
30718,195.4,48.14,本科,18459
30719,154.4,83.46,博士,14120
30720,191.9,65.09,硕士,16523
30721,183.2,41.54,硕士,13457
30722,197.7,57.81,硕士,19834
30723,181.3,46.03,本科,14704
30724,158.2,74.85,本科,11522
30725,198.2,48.99,本科,14272
30726,193.1,48.05,硕士,11223
30727,160.9,48.66,博士,9603
30728,154.1,73.88,硕士,4967
30729,182.5,39.83,本科,4669
30730,159.3,88.6,硕士,4190
30731,168.2,35.15,博士,9531
30732,181,76.56,本科,17649
30733,185.7,73.87,博士,15359
30734,152.2,58.09,本科,19145
30735,170.8,68.18,博士,16698
30736,176,75.11,本科,17361
30737,155.7,54.72,本科,16409
30738,159.5,74.93,本科,19515
30739,169.6,66.95,博士,9167
30740,178.1,36.63,本科,17827
30741,171,62.35,博士,5837
30742,150.5,48.37,硕士,19291
30743,155.5,60.09,本科,5197
30744,152.3,88,博士,13355
30745,196,67.75,硕士,18373
30746,181.4,65.14,博士,17331
30747,166.7,43.65,硕士,7885
30748,166.7,49.42,博士,9054
30749,190.8,79.04,硕士,19934
30750,189.4,58.75,博士,17949
30751,194.8,56.31,硕士,11957
30752,195.2,39.28,硕士,14504
30753,165.5,62.42,硕士,14429
30754,175.5,79.67,博士,17293
30755,170.5,54.58,博士,18909
30756,187.5,60.49,本科,19139
30757,170.8,79.67,博士,4807
30758,198.2,72.26,博士,15046
30759,168.2,73.94,硕士,16027
30760,189.5,36.96,本科,13545
30761,195.7,36.67,博士,4869
30762,164.6,42.17,硕士,15059
30763,168.4,59.23,博士,8741
30764,150.3,60.02,硕士,12323
30765,190.4,89.31,博士,13421
30766,184.5,63.15,硕士,11102
30767,179,81.53,硕士,10715
30768,164.2,86.07,博士,19587
30769,183.3,79.32,博士,5634
30770,175.8,65.1,本科,12275
30771,156.3,48.52,硕士,5057
30772,161.9,68.14,硕士,4591
30773,189.7,81.11,硕士,7041
30774,185.5,64.67,博士,13373
30775,150,60.31,硕士,14740
30776,184.3,59.46,博士,6725
30777,155.3,44.25,博士,18441
30778,163.9,36.54,硕士,16459
30779,154.5,61.31,硕士,6001
30780,156.3,52.78,硕士,11536
30781,175.8,56.34,本科,4143
30782,177,63.69,博士,16425
30783,170.9,39.53,博士,19462
30784,162.2,50.64,硕士,10490
30785,158.3,75.58,硕士,18031
30786,197.6,74.89,本科,4778
30787,191.5,55.84,博士,7877
30788,155.6,67.01,硕士,10441
30789,162.7,65.07,本科,8979
30790,158.2,77.25,本科,16745
30791,167.7,47.16,硕士,7193
30792,155.3,84.65,本科,14995
30793,181.5,79.09,本科,7543
30794,178.7,50.82,硕士,7525
30795,191,58.14,博士,7774
30796,157.4,35.67,硕士,12309
30797,185.6,79.27,硕士,11661
30798,170.8,65.24,博士,4261
30799,187.7,76.07,本科,14549
30800,168.1,65.2,本科,8070
30801,196.5,53.3,硕士,16362
30802,191.6,40.13,本科,11587
30803,171.7,69.21,硕士,8964
30804,169.4,86.81,博士,10336
30805,153.5,39.31,本科,5936
30806,153.9,54.25,硕士,7868
30807,196.7,53.31,本科,18979
30808,191.9,86.14,本科,11563
30809,196.7,58.85,硕士,19032
30810,162.3,44.98,博士,9215
30811,157.7,64.45,本科,10935
30812,176.4,52.29,博士,7290
30813,179.2,59.66,博士,8132
30814,176.1,38.82,博士,11908
30815,166.6,72.75,博士,18685
30816,151.3,82.45,硕士,18656
