staff_id,height,weight,qualification,salary
30115,155.2,65.74,硕士,9573
30116,161.5,85.9,本科,15063
30117,165.5,85.4,硕士,17113
30118,158.8,86.85,硕士,5943
30119,158.8,74.38,本科,14257
30120,179.6,73.31,本科,16562
30121,193.2,53,博士,15769
30122,193.9,72.91,博士,10143
30123,189.5,41,本科,12577
30124,172.2,57.94,博士,6917
30125,184,70.47,博士,11139
30126,198.6,75.19,本科,12747
30127,159,53.73,本科,4611
30128,172.5,37.99,博士,2763
30129,197,41.87,硕士,7301
30130,155,67.33,本科,14993
30131,161.5,43.77,博士,13880
30132,197.4,65.53,硕士,19909
30133,151.7,62.19,硕士,14035
30134,154.1,37.04,博士,15296
30135,179.9,46.08,博士,531
30136,156,73.72,博士,10070
30137,198.9,72.96,本科,14557
30138,198.4,72.69,硕士,11411
30139,198,88,博士,15613
30140,198.5,88.95,本科,4050
30141,186.2,61.72,本科,7326
30142,180.5,37.65,博士,10892
30143,151.9,54.67,硕士,5491
30144,183.8,86.21,硕士,14919
30145,193.1,41.62,博士,14746
30146,180,37.92,博士,14007
30147,189.8,56.05,硕士,8829
30148,188.1,86.43,硕士,5491
30149,151.1,52.21,硕士,13437
30150,166.3,85.61,博士,15755
30151,181.9,79.4,本科,10263
30152,151.7,88.56,本科,9980
30153,190.8,87.45,本科,5005
30154,180.9,41.63,硕士,7517
30155,157.7,58.56,硕士,15678
30156,178.8,45.83,硕士,4073
30157,191.6,82.85,博士,21659
30158,190,75.73,硕士,15259
30159,160.7,65.43,本科,6315
30160,166.7,41.1,博士,8090
30161,166.5,67.19,硕士,13820
30162,196.3,87.34,博士,13583
30163,163,89.45,本科,8425
30164,178.9,68.33,本科,9077
30165,167.8,78.54,博士,12855
30166,175.9,73.74,本科,10671
30167,196.1,63.14,硕士,11159
30168,196.6,62.61,博士,8099
30169,158.1,47.16,本科,6405
30170,177.2,88.16,硕士,13962
30171,194.3,50.62,硕士,3821
30172,176.9,38,博士,8029
30173,178.3,65.11,本科,15312
30174,199.7,37.78,硕士,7924
30175,156.8,62.8,硕士,20223
30176,162.3,88.95,博士,11826
30177,180.7,77.92,博士,14545
30178,173.3,52.52,本科,18101
30179,193.5,37.44,硕士,13464
30180,178.9,41.81,博士,6729
30181,169.1,67.23,本科,19317
30182,176.4,65.95,本科,21303
30183,173.7,73.32,博士,13814
30184,185,41.91,本科,13953
30185,189.8,45.35,本科,2767
30186,186.9,78.76,硕士,15605
30187,158.1,86.3,博士,18735
30188,161.9,38.84,博士,15920
30189,167.2,52.65,本科,19805
30190,158.3,58.91,博士,10566
30191,154.5,44.2,硕士,20951
30192,193,56.13,硕士,19485
30193,153.8,55.79,本科,19999
30194,188.1,82.88,本科,19190
30195,158,62.43,本科,20713
30196,189.7,45.96,本科,20113
30197,162.3,46.91,博士,11499
30198,196.3,62.32,本科,9161
30199,164.9,42.21,本科,16887
30200,179.2,71.75,博士,14317
30201,161.6,77.03,本科,10709
30202,151.9,45.82,本科,20504
30203,196.7,54.55,硕士,1890
30204,196.5,59.88,博士,10904
30205,184.1,63.76,本科,5817
30206,157.3,43.38,本科,334
30207,172.1,52.85,本科,16221
30208,151.6,56,本科,8554
30209,188.2,54.46,本科,15209
30210,160.7,47.05,博士,17332
30211,175.9,58.68,本科,21434
30212,166.3,38.98,本科,18463
30213,191.4,43.12,本科,9575
30214,175.6,63.25,本科,18882
30215,190.1,87.81,硕士,20705
30216,165.1,54.23,硕士,8564
30217,170.6,66.46,博士,17359
30218,178.9,48.58,本科,2981
30219,189,73.85,博士,18375
30220,174,63.89,博士,11216
30221,155.9,57.21,本科,9589
30222,158.5,60.07,博士,19353
30223,197.1,48.23,本科,17575
30224,185.3,68.55,硕士,4358
30225,194.2,65.31,博士,8636
30226,198.7,81.06,硕士,9784
30227,188.2,62.37,本科,11142
30228,185.4,48.35,本科,9710
30229,177.9,62.53,本科,17389
30230,158.9,42.01,博士,10993
30231,151.8,50.89,本科,17783
30232,199.1,69.66,本科,18689
30233,158.8,37.94,博士,13411
30234,171.1,60.85,硕士,1561
30235,154.6,43.06,博士,11137
30236,180.8,74.46,博士,13401
30237,185.3,53.77,博士,10200
30238,169.3,75.86,本科,8738
30239,174.1,73.61,博士,18802
30240,159,55.24,本科,12248
30241,153.5,71.28,本科,11039
30242,160.5,53.17,硕士,24965
30243,187.4,40.69,博士,6081
30244,192.1,79.55,本科,9300
30245,164.8,52.15,硕士,11230
30246,182,77.82,博士,8931
30247,197.7,66.47,博士,13127
30248,178.3,87.92,博士,19941
30249,160.9,58.19,本科,6359
30250,168,43.32,硕士,9616
30251,155.5,51.16,硕士,13370
30252,169.5,88.1,本科,11734
30253,181.2,88.77,硕士,6486
30254,191.9,54.11,硕士,4844
30255,161.1,56.25,本科,14073
30256,167,62.26,本科,14621
30257,168.8,81.51,本科,14129
30258,199.8,35.69,硕士,7180
30259,169.7,82.21,本科,12012
30260,194.4,61.82,硕士,11929
30261,196.4,78.08,硕士,18437
30262,168.4,36.26,本科,12958
30263,157.4,82.99,本科,6005
30264,167.1,39.34,硕士,13813
30265,178.1,48.46,博士,12372
30266,174.5,80.5,本科,22965
30267,190.7,73.81,硕士,8167
30268,166.8,83.92,博士,6814
30269,163,42.15,本科,17163
30270,176,39.07,博士,16015
30271,180.7,47.14,博士,9717
30272,155,51.17,本科,15383
30273,170.7,70.78,博士,4505
30274,171.1,38.92,博士,27179
30275,193.2,77.11,本科,5089
30276,162,77.25,硕士,17941
30277,197.2,37.83,本科,8544
30278,164.3,52.46,硕士,5553
30279,186.4,86.93,博士,17595
30280,199.3,80.58,博士,8093
30281,197.7,68.21,硕士,3229
30282,186.8,38.65,博士,9400
30283,158.1,58.82,博士,8887
30284,157.9,69.77,硕士,19189
30285,186.3,89.36,硕士,12141
30286,178.5,50.9,硕士,10776
30287,157.4,49.78,硕士,7139
30288,157.3,52.73,本科,8444
30289,167,48.12,本科,19917
30290,199.8,80.22,博士,538
30291,187.3,79.9,博士,18409
30292,181.9,61.46,本科,18013
30293,193.8,68.7,硕士,4404
30294,186,58.46,硕士,14925
30295,155.6,37.1,硕士,7495
30296,150.1,40,博士,21069
30297,153.9,41.15,硕士,13252
30298,187.1,79.92,本科,4726
30299,154.2,58.56,本科,15772
30300,158.8,88.91,硕士,2957
30301,190.4,37.85,硕士,15360
30302,171.4,89.61,硕士,16357
30303,183.9,86.26,硕士,13091
30304,152.2,38.09,本科,17427
30305,157,55.75,硕士,17694
30306,159.3,40.85,硕士,3255
30307,187.2,54.83,博士,14461
30308,166.9,75.14,硕士,11457
30309,179.6,79.57,本科,7039
30310,190.2,64.03,硕士,17002
30311,174,75.65,博士,1919
30312,189.7,51.14,硕士,16331
30313,172.2,48.22,硕士,7279
30314,168.6,62.65,博士,8473
30315,198.3,63.13,本科,16241
30316,194.2,73.66,本科,5720
30317,198.9,78.94,硕士,16241
30318,179.1,73.72,硕士,14170
30319,176.8,60.51,博士,15789
30320,178.5,86.32,博士,2585
30321,162,41.85,硕士,13081
30322,153.9,75.76,硕士,16842
30323,187.5,44.15,硕士,19104
30324,156,70.51,硕士,9617
30325,192.7,76.78,本科,15793
30326,151.9,42.63,硕士,20996
30327,152.6,61.69,博士,18604
30328,171.9,40.98,本科,12222
30329,169.5,52.94,硕士,14606
30330,156.2,59.33,博士,12122
30331,157.5,51.29,本科,8780
30332,188.9,72.47,本科,11089
30333,187.1,56.43,博士,3853
30334,166.6,60.31,博士,15107
30335,172.4,61.05,本科,12363
30336,157.1,41.69,博士,21156
30337,159,57.48,本科,5450
30338,196.6,54.16,硕士,5761
30339,171.4,82.86,本科,16370
30340,167.9,46,本科,3599
30341,189.8,45.66,硕士,6969
30342,177.8,50.06,博士,7135
30343,157.3,36.62,本科,5249
30344,152.6,60.04,硕士,18426
30345,192.9,88.58,本科,12887
30346,184.4,69.41,博士,111
30347,162.2,45.92,本科,11204
30348,169,39.52,硕士,13229
30349,171.6,80.25,博士,14769
30350,163.4,77.4,博士,20129
30351,179.8,57.17,本科,14752
30352,184.8,82.89,硕士,12339
30353,165.2,57.02,硕士,12745
30354,154.7,41.22,硕士,20513
30355,169.4,75.06,硕士,12617
30356,191.4,57.38,硕士,12949
30357,191.6,62.92,本科,12474
30358,159.9,65.84,本科,7883
30359,158.2,48.21,硕士,11257
30360,174.4,88.18,博士,10358
30361,181,46.4,硕士,11581
30362,152.5,48.46,本科,18955
30363,155.5,68.64,博士,22019
30364,194.2,45.41,本科,18978
30365,188.2,37.52,硕士,15805
30366,199.1,76.65,本科,19153
30367,195.2,70.21,博士,3909
30368,172.2,87.82,本科,16524
30369,163.2,66.13,博士,7573
30370,167.2,69.62,本科,16527
30371,162.1,70.88,博士,14191
30372,183.5,65.66,博士,15101
30373,193.1,41.39,本科,23880
30374,192.5,67.07,本科,5722
30375,167.6,41.13,博士,1851
30376,192.6,72.32,本科,10816
30377,168.6,38.94,本科,6653
30378,184,62.28,本科,18196
30379,163.8,51.8,博士,13445
30380,189.5,81.9,硕士,7694
30381,178.2,88.56,硕士,7011
30382,181.9,51.81,博士,19555
30383,190.5,58.48,硕士,11012
30384,185.3,88.34,博士,18044
30385,183,80.48,硕士,8009
30386,153.2,83.63,本科,7042
30387,152.1,52.09,博士,17968
30388,150.2,79.28,博士,16227
30389,187.3,50.36,博士,16953
30390,180.2,56.7,本科,3342
30391,187.7,84.83,硕士,14687
30392,186,42.26,硕士,21824
30393,174.7,41.72,博士,3071
30394,162.4,61.2,硕士,6624
30395,199.3,53.67,硕士,11461
30396,160.9,41.46,硕士,2957
30397,187,63.98,博士,15452
30398,157.2,42.24,硕士,14569
30399,180.9,41.53,硕士,15133
30400,172.1,78.08,博士,13619
30401,188.7,46.58,本科,5355
30402,191.7,53.28,本科,16634
30403,186.6,35.58,硕士,10867
30404,157.5,59.93,博士,17803
30405,194,81.03,博士,14273
30406,155.5,58.55,博士,18293
30407,158.5,45.66,硕士,11538
30408,195.8,83.03,硕士,16569
30409,196.4,66.65,博士,22932
30410,196.5,74.52,硕士,8510
30411,154.7,50.21,硕士,9094
30412,183.2,42.85,硕士,15969
30413,151.6,83.93,硕士,10350
30414,188.1,71.19,本科,14007
30415,194.6,80.29,本科,11505
30416,180.6,48.1,本科,13095
30417,177.5,54.37,博士,5261
30418,161.5,85.45,本科,18680
30419,158.9,88.1,硕士,13143
30420,177.3,50.7,博士,20443
30421,189.4,41.07,硕士,13973
30422,170.1,46.67,硕士,18521
30423,153.4,77.01,博士,10106
30424,167.1,71.63,硕士,16685
30425,191.1,87.13,博士,3487
30426,151.4,72.21,博士,16731
30427,183.7,73.04,硕士,15587
30428,171.7,85.56,本科,3621
30429,166.8,77.92,硕士,26818
30430,188.9,72.38,硕士,18219
30431,193.2,35.59,硕士,13483
30432,189.4,64.62,博士,10507
30433,162.7,35.83,博士,3218
30434,154.7,56.61,博士,3813
30435,195.4,82.19,本科,16423
30436,160.5,55.23,博士,16152
30437,164.5,35.65,博士,10330
30438,177,71.19,本科,6715
30439,155.3,43.13,硕士,19586
30440,164.1,83.55,硕士,9909
30441,152,82.11,本科,8084
30442,152.3,49.76,本科,18711
30443,193.2,37.42,本科,11653
30444,173.1,39.71,硕士,1820
30445,174.9,82.72,本科,3466
30446,167.8,54.6,本科,6933
30447,181.3,36.6,硕士,20852
30448,169.3,68.38,本科,3219
30449,154,65.3,硕士,5187
30450,176.2,76.25,本科,19101
30451,187.2,42,博士,17587
30452,197.1,83.91,硕士,4694
30453,165.3,85.5,博士,22120
30454,185.2,37.9,博士,12279
30455,161.6,41.38,硕士,12869
30456,150.2,67.31,本科,20982
30457,181.8,61.23,博士,19301
30458,187.7,47.27,本科,4421
30459,153.7,77.95,本科,14905
30460,178.5,49.96,硕士,16468
30461,196.1,38.1,本科,16675
30462,167.7,50.78,博士,12066
30463,178.2,60.2,本科,3407
30464,168.8,49.54,本科,21149
30465,152.8,75.21,本科,10362
30466,175.8,52.42,硕士,14827
30467,157.1,59.97,硕士,14747
30468,194.3,45.1,硕士,5327
30469,177.3,42.02,本科,17216
30470,192.7,87.33,博士,10451
30471,195.4,78.76,博士,16059
30472,172.7,47.95,博士,3849
30473,167,58.89,博士,8033
30474,192.8,52.3,硕士,12327
30475,187.4,52.37,本科,4995
30476,198.4,48.78,博士,8034
30477,178.8,64.04,本科,16695
30478,168.1,62.47,博士,9911
30479,176.2,50.61,博士,7237
30480,189.6,80.93,硕士,6439
30481,174.1,82.59,本科,15921
30482,169.7,88.82,博士,9123
30483,198.1,72.29,博士,3863
30484,170.8,85.14,本科,5432
30485,166.3,87.51,本科,-2719
30486,165.6,71.18,本科,16123
30487,182.1,73.68,硕士,14391
30488,187.1,49.5,本科,9824
30489,170.3,55.61,博士,13997
30490,173.4,77.07,硕士,13678
30491,187,54.27,博士,3681
30492,168,89.53,博士,19743
30493,181.4,50.71,硕士,8625
30494,193.4,51.15,硕士,15039
30495,175.2,62.95,博士,11749
30496,188.7,41.17,博士,13925
30497,180.9,77.93,硕士,8127
30498,154.2,46.94,硕士,10556
30499,192.7,88.65,博士,10012
30500,182,72.08,硕士,16557
30501,183.7,53.92,硕士,17194
30502,179.1,75.96,博士,7056
30503,157.3,69.46,本科,9764
30504,165.2,71.14,博士,12047
30505,190.7,76.29,博士,11007
30506,166.8,83.49,博士,15644
30507,189.3,63.36,本科,14703
30508,196.2,60.81,硕士,11492
30509,180.7,74.04,硕士,18591
30510,174,69.74,博士,5065
30511,173.4,84.13,本科,7645
30512,195.8,68.52,博士,18296
30513,197,57.56,博士,17949
30514,178.5,78.89,硕士,22837
30515,173.4,79.67,本科,8678
30516,151.1,67.11,本科,9206
30517,168.8,88.79,博士,18459
30518,157.6,52.17,本科,8803
30519,177.7,73.01,博士,2102
30520,159,54.95,硕士,4753
30521,185.3,67.37,硕士,14137
30522,169.2,88.42,本科,14898
30523,158.1,57.79,硕士,9067
30524,195.4,80.23,本科,17911
30525,159.9,61.21,硕士,3585
30526,171.9,65.66,硕士,16167
30527,182.8,38,硕士,19715
30528,159.2,75.38,硕士,18106
30529,188.3,45.41,硕士,19359
30530,179.6,35.21,硕士,17139
30531,158.5,45.9,博士,7126
30532,197.9,58.38,博士,15236
30533,162.2,58.35,本科,18277
30534,193.7,77.28,本科,15559
30535,170.7,35.35,硕士,9983
30536,180.2,36.65,本科,6672
30537,166.9,56.96,硕士,9026
30538,194.2,49.64,本科,3003
30539,184.1,46.22,本科,3477
30540,180.6,61.05,硕士,4187
30541,186.8,87.17,博士,4393
30542,185,36.28,本科,15079
30543,169.8,55.56,博士,17462
30544,163.9,40.1,硕士,9103
30545,161.9,44.65,本科,18846
30546,158.1,47.74,本科,12838
30547,189.1,64.3,本科,17957
30548,170.9,45.44,本科,6747
30549,168.9,56.02,本科,19275
30550,180.9,39.05,博士,15072
30551,177.1,73.97,本科,12559
30552,189.9,76.77,本科,21218
30553,167.3,87.92,本科,19172
30554,150.2,37.59,博士,8506
30555,165.3,87.26,博士,10336
30556,169.8,71.61,硕士,16168
30557,172.8,80.24,本科,9243
30558,183,38.51,本科,1578
30559,180.9,40.31,硕士,19560
30560,188,87.96,本科,3785
30561,152.7,75.66,博士,15178
30562,152.7,40.55,本科,15901
30563,180.5,75.44,博士,12701
30564,170,89.55,硕士,17785
30565,174.5,60.91,本科,11329
30566,158.9,47.16,硕士,18032
30567,155,44.7,博士,6999
30568,190,81.96,博士,8359
30569,170.4,35.97,硕士,19705
30570,165.6,40.06,本科,412
30571,186.9,48.79,硕士,14659
30572,177.7,53.04,本科,1563
30573,167.7,43.97,本科,13276
30574,198.7,56.84,本科,10678
30575,181.7,46.47,硕士,17619
30576,172.3,70.5,博士,18462
30577,170.8,58.47,博士,6171
30578,161.5,55.22,硕士,19922
30579,182.1,59.19,本科,10571
30580,177.1,38.66,硕士,8707
30581,181.4,40.24,硕士,16193
30582,185.4,65.32,博士,4435
30583,163.3,65.01,本科,10218
30584,155.1,51.33,硕士,8241
30585,172.9,62.99,硕士,15335
30586,168,77.93,本科,9905
30587,177,68.91,本科,13369
30588,168.2,55.39,本科,8249
30589,181.5,64.05,硕士,7437
30590,172.1,38.88,博士,17171
30591,156.3,68.89,本科,12098
30592,176.1,48.37,博士,14181
30593,190.9,66.2,本科,10165
30594,160.8,83.63,博士,21736
30595,162.7,45.07,硕士,15267
30596,187.1,70.52,硕士,14143
30597,199.6,54.53,博士,11127
30598,197.2,73.95,本科,12213
30599,158.6,75.59,博士,14529
30600,180.3,42.93,博士,13928
30601,159.9,52.7,本科,4111
30602,190.5,38.83,本科,12175
30603,168,48.41,本科,12327
30604,188.1,89.71,硕士,19117
30605,158.6,78.62,本科,10707
30606,163.3,84.85,本科,16113
30607,163,62.45,博士,10447
30608,196.3,81.16,硕士,18065
30609,195.3,56.51,博士,15991
30610,193.5,85.24,本科,3424
30611,177.6,35,博士,3850
30612,192.7,79.04,本科,6089
30613,153.5,78.1,硕士,9137
30614,156.5,46.41,硕士,9946
30615,182.3,38,博士,5605
30616,194.8,63,博士,16975
30617,198,41.77,本科,11326
30618,191.3,86.92,博士,4316
30619,153.2,56.04,博士,4911
30620,184.4,43.38,本科,12246
30621,165.7,57.56,硕士,2636
30622,194.4,41.97,本科,8217
30623,163.8,75.34,硕士,19603
30624,151.5,44.9,硕士,19731
30625,178.4,67.46,本科,7281
30626,164.5,76.46,硕士,10151
30627,193.4,84.36,硕士,14215
30628,172.7,59.31,本科,6689
30629,191.9,45.13,硕士,5932
30630,179.2,40.4,博士,13083
30631,150.5,42.04,博士,11441
30632,192.5,85.14,博士,9024
30633,174.4,74.57,硕士,6500
30634,189.3,82.42,博士,2924
30635,176.8,60.29,博士,7855
30636,159.6,80.53,博士,13314
30637,198.4,72,本科,15041
30638,158.6,76.47,本科,5773
30639,173.3,53.44,博士,10826
30640,154.1,83.27,硕士,5572
30641,190.1,43,博士,4001
30642,177.5,88.5,本科,18125
30643,171.5,86.53,硕士,19661
30644,178.9,59.51,博士,15384
30645,183.1,64.61,博士,12763
30646,183.2,77.19,硕士,6515
30647,165,46.13,硕士,23206
30648,176.8,57.52,博士,11016
30649,165.7,75.87,博士,9740
30650,164.5,78.31,硕士,13977
30651,197.4,65.77,博士,2409
30652,188.2,56.39,博士,14468
30653,153.3,59.26,本科,4860
30654,196,81.09,本科,15829
30655,194.8,69.45,本科,8852
30656,185.2,54.88,本科,12715
30657,157.5,58.23,本科,6638
30658,182.2,85.11,硕士,13746
30659,150.1,63.47,本科,12441
30660,171.7,89.45,博士,7181
30661,177.9,37.91,博士,22105
30662,199.1,60.57,本科,12947
30663,188,44.68,硕士,5759
30664,172,48.64,硕士,6509
30665,167.3,40.96,硕士,9735
30666,183,84.21,本科,6193
30667,150.6,82.05,本科,14695
30668,169.8,62.46,博士,11287
30669,199.8,60.45,博士,6751
30670,182.4,78.26,博士,17679
30671,161.3,47.42,本科,17275
30672,190.9,41.67,本科,13456
30673,183.3,67.45,博士,19673
30674,153.6,52.29,本科,3828
30675,160.6,76.94,本科,5859
30676,150.2,57.53,硕士,6243
30677,180.8,70.84,本科,4314
30678,171.6,50.92,硕士,4765
30679,190.2,83.05,硕士,7225
30680,155.7,40.9,本科,22266
30681,189.7,75.23,本科,5862
30682,165.3,84.06,本科,12529
30683,182.2,83.49,博士,13726
30684,177.1,89.76,博士,10864
30685,184.6,45.73,硕士,10041
30686,182.5,89.79,博士,8758
30687,194.4,69.94,博士,9507
30688,194.3,64.05,博士,4601
30689,188.4,81.97,博士,14466
30690,154.5,88.46,硕士,13884
30691,195.7,81.84,硕士,30763
30692,189.5,57.55,硕士,15062
30693,195.3,73.05,硕士,3911
30694,157.6,85.75,硕士,19916
30695,184.4,35.95,博士,10819
30696,192.6,42.11,博士,29215
30697,183.2,59.38,硕士,19820
30698,155.9,83.08,博士,7089
30699,183.1,63.85,本科,7070
30700,170.2,52.38,本科,10103
30701,180.2,64.38,博士,13437
30702,185.5,73.34,硕士,7669
30703,151.2,51.51,本科,11119
30704,152,48.56,硕士,5187
30705,184.9,48.52,博士,19723
30706,174.5,43.81,本科,11660
30707,172.7,45.18,硕士,18774
30708,157.8,37.87,硕士,5745
30709,173.6,53.55,博士,17300
30710,196.4,50.61,博士,15331
30711,186.6,43.07,本科,6651
30712,167.9,57.95,本科,12100
30713,178.1,59.69,本科,14085
30714,154.9,86.57,本科,13398
30715,177.4,39.34,硕士,12024
30716,178.6,70.78,本科,8200
30717,179.9,88.46,硕士,14829
30718,195.4,48.14,本科,19603
30719,154.4,83.46,博士,13656
30720,191.9,65.09,硕士,16815
30721,183.2,41.54,硕士,13128
30722,197.7,57.81,硕士,21724
30723,181.3,46.03,本科,12756
30724,158.2,74.85,本科,7220
30725,198.2,48.99,本科,12093
30726,193.1,48.05,硕士,11957
30727,160.9,48.66,博士,13091
30728,154.1,73.88,硕士,5719
30729,182.5,39.83,本科,4340
30730,159.3,88.6,硕士,3041
30731,168.2,35.15,博士,10553
30732,181,76.56,本科,15653
30733,185.7,73.87,博士,14971
30734,152.2,58.09,本科,15225
30735,170.8,68.18,博士,20082
30736,176,75.11,本科,18885
30737,155.7,54.72,本科,16815
30738,159.5,74.93,本科,19860
30739,169.6,66.95,博士,8956
30740,178.1,36.63,本科,23768
30741,171,62.35,博士,5899
30742,150.5,48.37,硕士,19163
30743,155.5,60.09,本科,4997
30744,152.3,88,博士,13521
30745,196,67.75,硕士,12589
30746,181.4,65.14,博士,18845
30747,166.7,43.65,硕士,10019
30748,166.7,49.42,博士,10236
30749,190.8,79.04,硕士,17696
30750,189.4,58.75,博士,17425
30751,194.8,56.31,硕士,10177
30752,195.2,39.28,硕士,14874
30753,165.5,62.42,硕士,13017
30754,175.5,79.67,博士,17870
30755,170.5,54.58,博士,20547
30756,187.5,60.49,本科,23441
30757,170.8,79.67,博士,3386
30758,198.2,72.26,博士,14950
30759,168.2,73.94,硕士,20118
30760,189.5,36.96,本科,13181
30761,195.7,36.67,博士,5815
30762,164.6,42.17,硕士,14891
30763,168.4,59.23,博士,7545
30764,150.3,60.02,硕士,12889
30765,190.4,89.31,博士,16319
30766,184.5,63.15,硕士,11513
30767,179,81.53,硕士,10023
30768,164.2,86.07,博士,17361
30769,183.3,79.32,博士,1562
30770,175.8,65.1,本科,13575
30771,156.3,48.52,硕士,1891
30772,161.9,68.14,硕士,4239
30773,189.7,81.11,硕士,8271
30774,185.5,64.67,博士,10664
30775,150,60.31,硕士,12141
30776,184.3,59.46,博士,6315
30777,155.3,44.25,博士,14030
30778,163.9,36.54,硕士,16102
30779,154.5,61.31,硕士,6807
30780,156.3,52.78,硕士,7150
30781,175.8,56.34,本科,6735
30782,177,63.69,博士,14989
30783,170.9,39.53,博士,14207
30784,162.2,50.64,硕士,12722
30785,158.3,75.58,硕士,18541
30786,197.6,74.89,本科,6222
30787,191.5,55.84,博士,6013
30788,155.6,67.01,硕士,11680
30789,162.7,65.07,本科,403
30790,158.2,77.25,本科,18339
30791,167.7,47.16,硕士,7067
30792,155.3,84.65,本科,15711
30793,181.5,79.09,本科,6070
30794,178.7,50.82,硕士,7167
30795,191,58.14,博士,8255
30796,157.4,35.67,硕士,12304
30797,185.6,79.27,硕士,11100
30798,170.8,65.24,博士,1197
30799,187.7,76.07,本科,12059
30800,168.1,65.2,本科,7870
30801,196.5,53.3,硕士,17521
30802,191.6,40.13,本科,9995
30803,171.7,69.21,硕士,9979
30804,169.4,86.81,博士,10781
30805,153.5,39.31,本科,5255
30806,153.9,54.25,硕士,10153
30807,196.7,53.31,本科,17724
30808,191.9,86.14,本科,11973
30809,196.7,58.85,硕士,19875
30810,162.3,44.98,博士,8039
30811,157.7,64.45,本科,11549
30812,176.4,52.29,博士,5231
30813,179.2,59.66,博士,10722
30814,176.1,38.82,博士,14725
30815,166.6,72.75,博士,18431
30816,151.3,82.45,硕士,20613
